Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,6,34.98031096024947,115.0,,,89.23076923076923,122.0,66.0,,,,,,,,177,,,,360000,
00:15:00.000-03:00,00:30:00.000-03:00,14,15.867186459628018,199.8181818181818,,,81.07142857142857,109.0,61.0,,,,,,,,300,,,,,840000
00:30:00.000-03:00,00:45:00.000-03:00,8,15.867186459628018,114.18181818181819,,,74.375,113.0,62.0,,,,,,,,171,,,,,480000
00:45:00.000-03:00,01:00:00.000-03:00,7,38.16583050381053,161.93333333333334,,,84.45454545454545,127.0,69.0,,,,,,,,248,,,,420000,
01:00:00.000-03:00,01:15:00.000-03:00,,15.867186784744263,44.5,,,88.125,112.0,71.0,,,,,,,,65,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,1,19.05270767211914,64.37916666666666,,,99.25,109.0,71.0,,,,,,,,96,,,,60000,
01:30:00.000-03:00,01:45:00.000-03:00,15,63.65000009536743,387.1875,,,85.03571428571429,110.0,73.0,,,,,,,,593,,,,900000,
01:45:00.000-03:00,02:00:00.000-03:00,1,16.809375762939453,261.3636363636364,,,105.61111111111111,126.0,75.0,,,,,,,,357,,,,60000,
02:00:00.000-03:00,02:15:00.000-03:00,10,25.289062477532603,467.40465631929044,,,106.38461538461539,126.0,83.0,,,,,,,,581,,,,600000,
02:15:00.000-03:00,02:30:00.000-03:00,,15.86718743259781,14.13109756097561,,,91.0,112.0,70.0,,,,,0.282440721988678,0.282440721988678,0.282440721988678,21,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.86718743259781,14.13109756097561,,,82.10714285714286,98.0,62.0,,,,,0.31382298469543457,0.31382298469543457,0.31382298469543457,21,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,2,23.056059481063023,14.13109756097561,,,93.35714285714286,109.0,68.0,,,,,0.8610007229697877,1.2146326303482056,0.31248921155929565,21,,,,135404,
03:00:00.000-03:00,03:15:00.000-03:00,,15.867187964531166,14.13109756097561,,,94.92307692307692,115.0,62.0,,,,,0.2929014563560486,0.2929014563560486,0.2929014563560486,21,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.867187964531166,14.13109756097561,,,67.75,75.0,61.0,,,,,,,,21,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.867187964531166,14.13109756097561,,,,,,,,,,,,,21,,,,,
