Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms)
00:00:00.000-02:00,00:15:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,,,,,900000
00:15:00.000-02:00,00:30:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,,,,,900000
00:30:00.000-02:00,00:45:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,,,,,900000
00:45:00.000-02:00,01:00:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,7,,,,900000
01:00:00.000-02:00,01:15:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,,,,,900000
01:15:00.000-02:00,01:30:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,3,,,,637272
01:30:00.000-02:00,01:45:00.000-02:00,,,4.5145768057412745,,,,,,,,,,,,,72,,,,880039
01:45:00.000-02:00,02:00:00.000-02:00,,,9.104582350570821,,,,,,,,,,0.55901700258255,0.55901700258255,0.55901700258255,84,,,,607224
02:00:00.000-02:00,02:15:00.000-02:00,,,783.0520433771584,,,,,,,,,,1.0,1.0,1.0,40,,,,783470
02:15:00.000-02:00,02:30:00.000-02:00,,,2212.0137718306005,,,,,,,,,,,,,24,,,,714690
02:30:00.000-02:00,02:45:00.000-02:00,,,123.67191710436792,,,,,,,,,,,,,72,,,,690629
02:45:00.000-02:00,03:00:00.000-02:00,,,123.67191710436792,,,,,,,,,,,,,97,,,,609824
03:00:00.000-02:00,03:15:00.000-02:00,,,123.67191710436792,,,,,,,,,,,,,66,,,,900000
03:15:00.000-02:00,03:30:00.000-02:00,,,198.9433486200595,,,,,,,,,,,,,128,,,,900000
03:30:00.000-02:00,03:45:00.000-02:00,,,309.2823690569968,,,,,,,,,,,,,101,,,,900000
03:45:00.000-02:00,04:00:00.000-02:00,,,1040.1759708046768,,,,,,,,,,,,,69,,,,900000
04:00:00.000-02:00,04:15:00.000-02:00,,,286.4658308384261,,,,,,,,,,,,,6,,,,900000
04:15:00.000-02:00,04:30:00.000-02:00,,,579.3660340600354,,,,,,,,,,,,,9,,,,900000
04:30:00.000-02:00,04:45:00.000-02:00,,,545.5221384345275,,,,,,,,,,,,,33,,,,533608
04:45:00.000-02:00,05:00:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,1,,,,136210
05:00:00.000-02:00,05:15:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
05:15:00.000-02:00,05:30:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
05:30:00.000-02:00,05:45:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
05:45:00.000-02:00,06:00:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
06:00:00.000-02:00,06:15:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
06:15:00.000-02:00,06:30:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
06:30:00.000-02:00,06:45:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
06:45:00.000-02:00,07:00:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
07:00:00.000-02:00,07:15:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
07:15:00.000-02:00,07:30:00.000-02:00,,,0.6308822707885606,,,,,,,,,,,,,,,,,900000
07:30:00.000-02:00,07:45:00.000-02:00,,,7.449811383056456,,,,,,,,,,,,,,,,,900000
07:45:00.000-02:00,08:00:00.000-02:00,,,0.9113898174905711,,,,,,,,,,,,,,,,,900000
08:00:00.000-02:00,08:15:00.000-02:00,,,0.6961507205815093,,,,,,,,,,,,,,,,,900000
08:15:00.000-02:00,08:30:00.000-02:00,,,0.6961507205815093,,,,,,,,,,,,,,,,,900000
08:30:00.000-02:00,08:45:00.000-02:00,,,0.6961507205815093,,,,,,,,,,,,,,,,,900000
08:45:00.000-02:00,09:00:00.000-02:00,,,0.6961507205815093,,,,,,,,,,,,,,,,,900000
09:00:00.000-02:00,09:15:00.000-02:00,,,0.6961507205815093,,,,,,,,,,,,,,,,,900000
