Data,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Inativa (ms),Duração de Caminhada (ms),Duração de Corrida (ms),Duração de Patinete (ms),Duração de Outra (ms)
2017-07-21,,1751.5021592943006,2560.0,,,75.22040835238154,86.0,63.0,,,,,,,,3749,,,,,,5820000,360000,,
2017-07-22,,2455.0851821845754,8124.0,,,,,,,,,,,,,11485,,,,,,10740000,4680000,,
2017-07-23,,1728.1874323325565,1610.0,,,,,,,,,,,,,2314,,,,,,3120000,1200000,,
2017-07-24,,1926.5136704298993,3404.0,,,,,,,,,,,,,4897,61.29999923706055,61.29999923706055,61.29999923706055,,,7920000,1020000,,
2017-07-25,,1688.2831133929847,3182.0,,,,,,,,,,,,,4504,,,,,,4920000,,,
2017-07-26,,1578.0883547185592,2201.494277894497,,,,,,-23.414783477783203,-51.948272705078125,-23.404373168945312,-51.93942642211914,1.4109374487311015,10.788901329040527,0.5099999904632568,2874,,,,,63726919,2342899,,,
2017-07-27,,1791.8715313650036,6068.339632987976,,,,,,-23.414907455444336,-51.949119567871094,-23.404653549194336,-51.93881607055664,1.5483443574349753,12.787109375,0.5,3683,,,,,77991478,4474722,660000,,
2017-07-28,,1598.778588040026,1919.8526864051819,,,,,,,,,,1.1722522637844837,11.082027435302734,0.5,4198,,,,,82566559,2776340,,,
2017-07-29,,1829.6547213504102,2736.7970339655876,,,,,,-23.434125900268555,-51.94831466674805,-23.413734436035156,-51.92995071411133,1.1596415891152616,12.112322807312012,0.5,3606,60.29999923706055,60.29999923706055,60.29999923706055,,43413097,5174776,1140000,,
2017-07-30,,1959.420173046583,4179.0311279296875,,,,,,-23.43458366394043,-51.948612213134766,-23.406986236572266,-51.92995071411133,3.279212061939535,15.06287670135498,0.5,3846,,,,,64343634,3221578,3240000,,
2017-07-31,,1756.0050925403293,5566.3545479774475,,,,,,-23.414775848388672,-51.948116302490234,-23.403461456298828,-51.93819046020508,1.9993960518485552,17.465717315673828,0.5,3976,,,,,61354649,1653747,2040000,,
2017-08-01,,1678.95425026039,4249.836937487125,,,,,,-23.415607452392578,-51.94754409790039,-23.403310775756836,-51.93672180175781,1.9422546759768309,16.1200008392334,0.5099999904632568,5156,,,,,67842613,4643287,360000,,
2017-08-02,,1665.4515958605198,4539.373814582825,,,,,,-23.41556739807129,-51.9489860534668,-23.403785705566406,-51.939422607421875,2.243892993682679,25.889293670654297,0.5,3310,,,,,67852876,4806825,,,
2017-08-03,,1740.2956191016235,4289.833139865798,,,,,,-23.414976119995117,-51.94816970825195,-23.40458106994629,-51.93623352050781,2.0416615508267304,23.81140899658203,0.5099999904632568,3247,,,,,47326031,4053067,660000,,
2017-08-04,,1589.5541478476862,2425.750214696723,,,,,,,,,,2.067733218344036,28.020000457763672,0.5299999713897705,5255,,,,,63129442,2848643,,,
2017-08-05,,1930.4265791894054,10616.361232757568,,,,,,-22.852352142333984,-45.23591995239258,-22.847007751464844,-45.22917556762695,8.685089162380264,29.479999542236328,0.5199999809265137,13400,,,,,37323763,10378824,,,
2017-08-06,,1621.5404262117684,2690.744511425495,,,,,,-22.851072311401367,-45.23192596435547,-22.848379135131836,-45.23154067993164,12.410043552666492,29.139999389648438,0.5099999904632568,4979,,,,,24544325,3434468,73041,,
2017-08-07,,1553.6931900261425,1690.9787759780884,,,,,,,,,,1.487700864273349,21.889999389648438,0.5,4422,,,,,64058485,2082331,,,
2017-08-08,,1517.3217457785465,611.9860067367554,,,,,,,,,,1.2153434625100459,5.239999771118164,0.5099999904632568,2650,,,,,76926151,1305085,,,
2017-08-09,,1869.0663252285956,2387.823153436184,,,,,,-23.430299758911133,-51.958187103271484,-23.41473960876465,-51.94807434082031,3.5509486339298793,17.899999618530273,0.5,1310,,,,,67361160,5671014,1140000,,
2017-08-10,,2351.052580865246,5604.62278676033,,,,,,-23.42255401611328,-51.949066162109375,-23.404010772705078,-51.931678771972656,3.009120934248757,14.614761352539062,0.5,7362,,,,,49430190,7397531,5100000,,
2017-08-11,,1871.2589597865262,5604.234422244132,,,,,,-23.415306091308594,-51.94860076904297,-23.40190315246582,-51.93759536743164,2.2913966117241986,12.1698579788208,0.5,3588,,,,,43579300,3305646,2460000,,
2017-08-12,,1726.838592954885,4447.754422664642,,,,,,-23.434152603149414,-51.94445037841797,-23.414230346679688,-51.92992401123047,4.10774188509481,16.115312576293945,0.5178942680358887,5172,,,,,47546114,5767464,,,
2017-08-13,,1829.6375525745275,5325.316698551178,,,,,,-23.48020362854004,-52.290462493896484,-23.344236373901367,-51.94368362426758,3.543325206282752,37.180599212646484,0.5,2045,,,,,40008019,2835592,1980000,,
2017-08-14,,1585.705436989897,2245.4995562639087,,,,,,-23.434101104736328,-51.94810485839844,-23.4146671295166,-51.92998504638672,1.649404026503452,16.910003662109375,0.5,2201,,,,,49353485,1763104,420000,,
2017-08-15,,1456.2499814640557,44.0,,,,,,,,,,1.3603177406046871,2.640000104904175,0.5199999809265137,259,,,,,86400000,,,,
2017-08-16,,1501.1045627425365,893.5858280658722,,,,,,,,,,0.9798223544679908,19.1299991607666,0.5,1675,,,,,84570048,958529,,,
2017-08-17,,1536.1055850865405,944.6953522579798,,,,,,,,,,1.9538529928334478,31.270044326782227,0.5,4968,,,,,66523411,1703124,,,
2017-08-18,,1632.1740304020082,2917.134005686449,,,,,,-23.410400390625,-51.94394302368164,-23.410297393798828,-51.94368362426758,1.0718904657245911,5.300000190734863,0.5699999928474426,1584,,,,,54764430,3745804,,,
2017-08-19,,1685.5642979837694,2163.023280143738,,,,,,-23.434467315673828,-51.965118408203125,-23.414588928222656,-51.93006896972656,1.1406141745117067,14.90999984741211,0.5,2037,,,,,43799815,2926381,840000,,
2017-08-20,,2077.0312889732277,3867.0,,,,,,-23.419044494628906,-51.9653434753418,-23.418899536132812,-51.965087890625,1.605359499874344,2.9000000953674316,0.550000011920929,5737,,,,,75441455,4899200,3664761,,
2017-08-21,,1520.9821824067521,1329.7983531951904,,,,,,,,,,1.581384785427514,6.78000020980835,0.5400000214576721,2516,,,,,79893676,1383307,,,
2017-08-22,,1650.3800972107258,4613.673561692238,,,,,,,,,,1.9741582314168913,15.289999961853027,0.5,6958,,,,,78098108,4127684,,,
2017-08-23,,1549.3414456284274,844.9005279541016,,,,,,-23.414817810058594,-51.948116302490234,-23.414731979370117,-51.94802474975586,2.4678488374517626,23.829999923706055,0.5,1946,,,,,44007341,1989337,,,
2017-08-24,,1627.9447291631034,2327.047648668289,,,,,,,,,,1.1740270004601312,3.5199999809265137,0.5099999904632568,4655,,,,,79600069,3669064,,,
2017-08-25,,1585.2862472089794,2330.6281175613403,,,,,,,,,,1.1951972434878075,17.420000076293945,0.5,5777,,,,,79182535,2722166,,,
2017-08-26,,1494.3341484716711,556.6289588212967,,,,,,,,,,4.453352710367267,15.074827194213867,0.5,2012,,,,,68603186,795977,,,
2017-08-27,,1592.6104332752984,791.0,,,,,,-23.41486167907715,-51.948631286621094,-23.413957595825195,-51.947959899902344,1.2709784521584766,1.6799999475479126,0.6100000143051147,1204,,,,,52755255,2913981,,,
2017-08-28,,1858.0238555203046,3401.0714180469513,,,,,,-23.415231704711914,-51.94843673706055,-23.410390853881836,-51.93756103515625,1.724259719749718,8.126788139343262,0.5,3907,,,,,55476600,2169894,2760000,,
2017-08-29,,1777.6384509775103,5822.647762797773,,,,,,-23.414825439453125,-51.94812774658203,-23.403411865234375,-51.937320709228516,1.9840413371913739,24.18000030517578,0.5,4909,,,,,58678597,5558335,600000,,
2017-08-30,,1981.591465843671,4784.2549105882645,,,,,,-23.415382385253906,-51.94917297363281,-23.407209396362305,-51.93769073486328,1.3545557226745513,25.100675582885742,0.5094420313835144,5051,,,,,38801737,6455628,2040000,,
2017-08-31,,1627.2505231711284,3577.43514251709,,,,,,,,,,1.7588468378538102,23.059999465942383,0.5099999904632568,4993,,,,,52639826,3457031,,,
2017-09-01,,1973.9379754117829,7838.766615688801,,,,,,-23.427553176879883,-51.949005126953125,-23.4035587310791,-51.92881393432617,1.7350038745901344,20.860000610351562,0.5099999904632568,9518,,,,527134,44890732,10519578,,,
2017-09-02,,2121.814082108855,6743.760576963425,,,,,,-23.434236526489258,-51.9489631652832,-23.40296745300293,-51.92992401123047,2.395121069637097,24.59000015258789,0.5,6889,,,,,53850149,3879394,4380000,,
2017-09-03,,2096.304393146407,6286.630099445581,,,,,,-23.446353912353516,-52.2931022644043,-23.335168838500977,-51.94752883911133,3.0930882029183215,33.95100402832031,0.5,2026,,,,,48174019,7608863,1980000,,
2017-09-04,,1621.6821514635867,1750.0674835145473,,,,,,-23.40472984313965,-51.939449310302734,-23.404569625854492,-51.93903350830078,1.835688729933637,16.00874900817871,0.5,2472,,,,,52301463,3535235,,,
2017-09-05,,1863.6395343092684,11062.027450084686,,,,,,-23.418254852294922,-51.9482421875,-23.403335571289062,-51.936885833740234,1.003529404216765,9.68592357635498,0.5099999904632568,12165,,,,,49006211,10152727,,,
2017-09-06,,1872.6441125618305,8133.906826257706,,,,,,-23.41485595703125,-51.94818878173828,-23.407812118530273,-51.937599182128906,1.4395179153559214,8.579999923706055,0.5,9490,,,,,75005449,7691198,673660,,
2017-09-07,,1900.9847356332916,4395.724646687508,,,,,,-23.423072814941406,-51.90372085571289,-23.420692443847656,-51.902427673339844,2.2775001632663376,24.738065719604492,0.5,5267,,,,,73769428,5507849,1800000,,
2017-09-08,,1540.862788467683,1656.5810227394104,,,,,,-23.414527893066406,-51.94774627685547,-23.403484344482422,-51.937984466552734,2.4695398601440366,14.572004318237305,0.5,1935,,,,,81777842,1808150,,,
2017-09-09,,1774.025140418827,2581.159296274185,,,,,,-23.434446334838867,-51.948143005371094,-23.41416358947754,-51.9300537109375,2.563971029146441,16.559999465942383,0.5,2564,,,,,45865352,3859891,1260000,,
2017-09-10,,1526.5214436982951,1067.446433544159,,,,,,-23.415767669677734,-51.9481315612793,-23.4148006439209,-51.94096374511719,2.1191716837811896,20.040000915527344,0.5,1117,,,,,46649563,1501680,,,
2017-09-11,,2244.3091572742915,14078.939616799355,,,,,,-23.427061080932617,-51.94907760620117,-23.40382957458496,-51.908775329589844,1.6511790227164758,26.209999084472656,0.5,8679,,,,,50724814,10391894,2820000,,
2017-09-12,,1477.1392283415857,6045.883352994919,,,,,,-23.414833068847656,-51.9481315612793,-23.403541564941406,-51.93612289428711,1.4005428808937037,24.889999389648438,0.5,7006,60.400001525878906,60.400001525878906,60.400001525878906,,54180000,6300000,1560000,,
2017-09-13,,,59.0,,,,,,,,,,1.3433040399654594,24.290000915527344,0.5,6254,,,,,,,,,
2017-09-14,,,,,,,,,,,,,1.9290073613713392,23.790000915527344,0.5,5378,,,,,,,,,
2017-09-15,,1457.2499529353104,,,,,,,,,,,1.3921532333405358,15.010000228881836,0.5799999833106995,11989,,,,,86400000,,,,
2017-09-16,,1541.976687317569,1079.3572306632996,,,,,,,,,,2.619980430572873,16.255102157592773,0.5899999737739563,2578,,,,,81809674,1806955,,,
2017-09-17,,1685.0107685969872,2959.2201179862022,,,,,,,,,,1.2892148759330069,14.584622383117676,0.5065732598304749,5726,,,,,78576673,4834702,,,
2017-09-18,,1841.5865573525084,4857.537215948105,,,,,,-23.41489028930664,-51.94933319091797,-23.40380096435547,-51.93743133544922,2.3608661148690255,15.873453140258789,0.5,2741,,,,,47987699,3714055,1920000,,
2017-09-19,,1826.1336803982224,3752.0202892422676,,,,,,-23.414762496948242,-51.948875427246094,-23.407697677612305,-51.93682861328125,1.7069795887498338,18.100000381469727,0.5,3254,,,,,59531720,2985567,2100000,,
2017-09-20,,1582.4947995826299,1264.0835152044892,,,,,,,,,,1.4091098082272695,20.270000457763672,0.5130326151847839,3231,,,,,82281045,2671079,,,
2017-09-21,,1887.8684111406285,5562.756147414446,,,,,,,,,,1.925625682489522,14.890000343322754,0.5,9449,,,,,73035617,9173266,,,
2017-09-22,,1857.721043848968,6606.162952021024,,,,,,,,,,2.4626966491823548,19.219999313354492,0.5400000214576721,10593,,,,,75412795,8525851,,,
2017-09-23,,1811.9107250418153,4068.3460829702412,,,,,,,,,,1.8076465322910733,12.192414283752441,0.5,9316,,,,,76881450,7563799,,,
2017-09-24,,1476.5972645442087,91.1975958943367,,,,,,,,,,3.119541575141118,30.023794174194336,0.5,664,,,,,84025375,412617,,,
2017-09-25,,1591.4403753408465,1960.9685677289963,,,,,,,,,,3.6932123716648757,22.110000610351562,0.5,3511,,,,,82632471,2692795,,,
2017-09-26,,1624.9012882299553,2186.597202062607,,,,,,,,,,3.908914603593577,13.97943115234375,0.511680543422699,6219,,,,,80580154,3575475,,,
2017-09-27,,1794.2584200257118,5392.502265453339,,,,,,,,,,2.9419176949977253,12.921323776245117,0.5,8790,,,,,77965664,7187204,,,
2017-09-28,,1681.1004579260807,4162.303974270821,,,,,,,,,,0.9026652723454032,14.88270092010498,0.5099999904632568,5333,,,,,81471284,4396578,,,
2017-09-29,,1916.0101614478683,8113.293062120676,,,,,,,,,,2.2406719890467772,22.543563842773438,0.5,11313,,,,,76428206,9312959,,,
2017-09-30,,1916.6150763859685,7094.332728743553,,,,,,,,,,2.448796254326188,16.309059143066406,0.5,12434,,,,,68120476,9448768,,,
2017-10-01,,1799.551060526272,3999.343941986561,,,,,,,,,,2.790595991388024,35.04887771606445,0.5,7693,,,,,72498806,7292875,,,
2017-10-02,,1829.927404601363,4991.128427743912,,,,,,,,,,2.802946312832982,17.21013641357422,0.5,7855,,,,,76859929,7755265,,,
2017-10-03,,1530.390477460158,794.7907234430313,,,,,,,,,,2.577957954817285,16.982717514038086,0.5600000023841858,2118,,,,,80322355,1559858,,,
2017-10-04,,1647.2074879227773,2860.0285511016846,,,,,,,,,,1.287627203784232,23.350000381469727,0.5,5066,,,,,81353445,4051197,,,
2017-10-05,,1767.9459589013563,5527.111948668957,,,,,,,,,,2.452077799629475,18.81763458251953,0.5099999904632568,8503,,,,,76726373,6529398,,,
2017-10-06,,1848.566946406705,4946.007159113884,,,,,,,,,,8.501879011842957,31.110700607299805,0.5,5877,,,,,54009279,8345561,,,
2017-10-07,,2263.4021095520943,8333.04035359621,,,,,,,,,,1.227676963619483,8.960000038146973,0.5,12981,,,,,67578296,16595193,199159,,
2017-10-08,,2116.121915608343,6822.091279238462,,,,,,,,,,1.0998200905031486,3.009999990463257,0.5,11839,,,,,70605765,14051668,,,
2017-10-09,,1712.0881747419535,3637.8926661014557,,,,,,,,,,3.348569213191522,20.010000228881836,0.5299999713897705,5497,,,,,59276105,5401163,,,
2017-10-10,,1766.225509246086,4012.110232964158,,,,,,,,,,2.059315076245384,15.770000457763672,0.5,8205,,,,,76932836,6585829,,,
2017-10-11,,1727.8395490359237,4556.430981427431,,,,,,,,,,1.2991295908417846,24.20233726501465,0.5,6018,,,,,78264994,5520738,,,
2017-10-12,,1614.1046403596424,1362.509065385908,,,,,,,,,,1.5979890449627194,33.48725891113281,0.5,4189,,,,,78696066,3339330,,,
2017-10-13,,1754.7607923569678,5962.873334407806,,,,,,,,,,3.4218549800289093,20.49051284790039,0.5,6860,,,,664305,70688756,5599626,,,
2017-10-14,,1421.9657392082474,1255.2301847934723,,,,,,,,,,1.1906837114133046,10.491618156433105,0.5400000214576721,2640,,,,,68208142,3469774,,,
2017-10-15,,,,,,,,,,,,,,,,7,,,,,,,,,
2017-10-16,,1457.2498458803877,,,,,,,,,,,0.8115456289330368,1.690000057220459,0.5099999904632568,2158,,,,,86400000,,,,
2017-10-17,,1623.3204708680573,1529.637068361044,,,,,,,,,,1.4991718401033671,16.18000030517578,0.5099999904632568,4052,,,,,79769090,3541765,,,
2017-10-18,,1665.4447930320637,2709.4931256771088,,,,,,,,,,2.065905599472343,20.84000015258789,0.5199999809265137,5007,,,,,81159785,4432986,,,
2017-10-19,,1693.398651637126,3475.061121582985,,,,,,,,,,1.0905464446083448,3.5899999141693115,0.5,5876,,,,,79821101,5034839,,,
2017-10-20,,1670.0652701484487,3233.907334536314,,,,,,,,,,3.322475643716366,24.407400131225586,0.5,5100,,,,,74795475,4507182,,,
2017-10-21,,2086.544442090055,7915.826007008553,,,,,,,,,,6.0861450952787015,26.538299560546875,0.5,15614,,,,,49797310,13420873,,,
2017-10-22,,1786.368796512146,3599.6083921194077,,,,,,,,,,6.366241015051152,28.982946395874023,0.5102771520614624,6108,,,,,53249808,6855006,70598,,
2017-10-23,,1553.0608952048726,1630.251359462738,,,,,,,,,,5.199375863466363,22.783321380615234,0.5039348602294922,2181,,,,,83131556,2043346,,,
2017-10-24,,1682.5978950845047,3977.5193185806274,,,,,,,,,,2.955566735709366,15.156085968017578,0.521500289440155,5257,,,,,79077292,4608179,,,
2017-10-25,,1930.5835773225615,6624.336219787598,,,,,,,,,,1.6607939512942842,21.351970672607422,0.5400000214576721,12723,,,,,72868695,9812860,121285,,
2017-10-26,,1544.3209627478986,1185.5099284648895,,,,,,,,,,1.2722638971495412,7.21999979019165,0.5,2637,,,,,83796837,1855444,,,
2017-10-27,,1685.591312656972,3945.3144092559814,,,,,,,,,,2.8240499557255605,5.760000228881836,0.5600000023841858,6444,,,,,79259680,4587282,,,
2017-10-28,,1524.4132841456903,621.4695661067963,,,,,,,,,,2.0493103497604,17.93000030517578,0.5,2627,,,,,80949854,1432383,,,
2017-10-29,,1558.6860053582677,1117.8363065719604,,,,,,,,,,4.363134703626477,29.209999084472656,0.5,2497,,,,,83215064,2163311,,,
2017-10-30,,1512.647680753321,779.2642953395844,,,,,,,,,,1.5027665908662227,24.360000610351562,0.5,942,,,,,84817108,1144882,,,
2017-10-31,,1618.4029790276134,2469.1031851172447,,,,,,,,,,1.0911515189515046,23.8799991607666,0.5,4240,,,,,81504455,3436887,,,
2017-11-01,,1548.5711967537402,1357.1072226762772,,,,,,,,,,2.5795174231470615,22.709999084472656,0.5,3051,,,,,79876864,1939786,,,
2017-11-02,,1852.4392036682573,6479.979188859463,,,,,,,,,,1.3393839345955079,8.143296241760254,0.5,10617,,,,,77510747,8427164,,,
2017-11-03,,1597.5084630163058,1537.8474349975586,,,,,,,,,,4.132157182495878,14.0921049118042,0.5346407890319824,3384,,,,,81249125,2991273,,,
2017-11-04,,1558.954272652456,512.1843078434467,,,,,,,,,,4.779236826388994,15.418119430541992,0.5,1550,,,,,80065558,2169033,,,
2017-11-05,,1945.5203064460222,5187.593296468258,,,,,,-23.435483932495117,-52.29800033569336,-23.33453369140625,-51.94344711303711,7.651072409627821,38.6912841796875,0.5,3583,,,,,41015884,5842058,2040000,,
2017-11-06,,1551.9874756579557,2154.7899255752563,,,,,,-23.40912628173828,-51.93939971923828,-23.404659271240234,-51.93865966796875,2.602339231864702,12.64889144897461,0.5569514036178589,1314,,,,,54464450,1997192,,,
2017-11-07,,1630.2064565151936,2848.41920456104,,,,,,,,,,4.892059615186152,15.365533828735352,0.5199999809265137,4322,,,,,52398166,3549495,,,
2017-11-08,,1671.569626313276,3056.6336620897055,,,,,,,,,,1.459847956815446,12.20181655883789,0.5,5111,,,,,81836129,4563871,,,
2017-11-09,,1570.6115688701982,2413.275521159172,,,,,,,,,,5.746898898647471,8.183442115783691,0.5299999713897705,1874,,,,,49924388,2052750,,,
2017-11-10,,1748.3172186820539,4890.569583341479,,,,,,,,,,1.4902726571160911,17.891944885253906,0.5026242733001709,7395,,,,,71436534,6167467,,,
2017-11-11,,1527.9325729428708,725.8883841633797,,,,,,,,,,2.1403496131739663,19.052257537841797,0.5,1656,,,,,80814301,1507438,,,
2017-11-12,,1899.011370385197,3474.546229839325,,,,,,-23.435749053955078,-51.94855880737305,-23.40976333618164,-51.94398880004883,1.3984325057600595,20.57611846923828,0.5,4747,,,,,43504208,4122836,2280000,,
2017-11-13,,1739.1807125896896,4659.737709701061,,,,,,-23.414949417114258,-51.948265075683594,-23.404767990112305,-51.93806838989258,1.8188445245347031,20.020301818847656,0.5,3028,,,,,51932535,4593408,480000,,
2017-11-14,,1736.245934764918,4525.578135371208,,,,,,-23.414932250976562,-51.948097229003906,-23.406475067138672,-51.93832015991211,4.163835207538838,10.116551399230957,0.5099999904632568,6824,,,,,44546652,6084495,,,
2017-11-15,,1474.0467541922653,146.0898472070694,,,,,,,,,,3.7071628173274846,19.479999542236328,0.5099999904632568,290,,,,,84713455,358223,,,
2017-11-16,,1702.5573844622154,2752.272231578827,,,,,,,,,,1.6053831122181716,13.718992233276367,0.5,6189,,,,,80851349,5073542,,,
2017-11-17,,2096.801925179109,6965.193714790046,,,,,,,,,,1.5257979289043397,11.05141544342041,0.5099999904632568,10724,,,,,71536947,13586022,,,
2017-11-18,,1607.811798147725,888.6719007492065,,,,,,,,,,5.628963707280347,35.39943313598633,0.5099999904632568,2514,,,,,75638730,3211011,,,
2017-11-19,,1615.4229950950794,1948.3242869973183,,,,,,,,,,3.030569614415427,29.559860229492188,0.5113182067871094,4799,,,,,80418766,3370461,,,
2017-11-20,,1501.200217095748,519.0674622356892,,,,,,,,,,2.1117699109985266,24.67780113220215,0.505372941493988,1148,,,,,84428577,937320,,,
2017-11-21,,1717.0282454165115,3916.0517578125,,,,,,,,,,2.5017383132362463,13.788538932800293,0.5,6722,,,,,76854405,5498102,,,
2017-11-22,,1733.3761771521886,3097.7892665863037,,,,,,,,,,1.4877478579816095,13.291308403015137,0.5199999809265137,6070,,,,,78975648,5888904,,,
2017-11-23,,1573.24713668032,1924.2393318414688,,,,,,,,,,2.4718696862235348,15.746355056762695,0.5763393640518188,3758,,,,,82556305,2449980,,,
2017-11-24,,1677.634296473935,4436.269578039646,,,,,,,,,,2.2135398533404547,16.551313400268555,0.5099999904632568,5166,,,,,80536422,4568907,,,
2017-11-25,,1812.9921164466396,3238.289806127548,,,,,,,,,,3.651289543374554,18.934539794921875,0.5,6817,,,,,75432346,7586862,,,
2017-11-26,,1545.9293707712443,841.1727257966995,,,,,,,,,,1.1449960262320564,26.399616241455078,0.5,1559,,,,,81748742,1891252,,,
2017-11-27,,1597.8446310566565,2735.923528432846,,,,,,,,,,1.0889800663825722,12.369999885559082,0.5299999713897705,4006,,,,,82100149,2855538,,,
2017-11-28,,1525.6974153990493,1345.5670849084854,,,,,,,,,,1.5583696348491278,2.609999895095825,0.5,2353,,,,,84745000,1380812,,,
2017-11-29,,1588.68743633263,2797.6611292362213,,,,,,,,,,1.7412392888178287,9.5600004196167,0.5099999904632568,3347,,,,,82727916,2646652,,,
2017-11-30,,1631.7002575794816,1992.9477071762085,,,,,,,,,,1.4181813272273254,14.779999732971191,0.5099999904632568,4483,,,,,79087167,2901451,345517,,
2017-12-01,,1543.467611717365,1918.480741739273,,,,,,,,,,4.785285033756232,12.561393737792969,0.5699999928474426,2886,,,,,83404265,1648897,,,
2017-12-02,,1836.6914764333476,3037.677179262042,,,,,,,,,,2.1199611903899425,26.604780197143555,0.5099999904632568,5650,,,,2707059,73264747,5191509,,,
2017-12-03,,1615.9358314373608,1875.6996032595634,,,,,,,,,,5.968918920007944,31.135183334350586,0.5,3455,,,,,77357507,3380736,,,
2017-12-04,,1555.3081162629064,1652.2000257074833,,,,,,,,,,2.5869921377131653,19.588294982910156,0.5,3180,,,,,74772261,2438183,,,
2017-12-05,,1457.250000620667,,,,,,,,,,,1.3192881310924482,5.429999828338623,0.6299999952316284,367,,,,,86400000,,,,
2017-12-06,,1904.648615392757,5925.759756475687,,,,,,-23.41568374633789,-51.94841003417969,-23.403467178344727,-51.93833923339844,3.7906817779726545,9.00592041015625,0.6200000047683716,3638,,,,,77729678,5916287,1560000,,
2017-12-07,,1745.2134924866084,2715.0520066022873,,,,,,-23.415050506591797,-51.94847869873047,-23.41400146484375,-51.94371032714844,5.389288399962967,18.97788429260254,0.5299999713897705,2522,,,,,43820019,2794907,1440000,,
2017-12-08,,1622.5151199574232,3568.226213693619,,,,,,-23.414941787719727,-51.94797134399414,-23.403568267822266,-51.93825149536133,1.9987255269486093,19.290000915527344,0.5,2746,,,,,49441745,3364654,,,
2017-12-09,,1885.9497098994887,4050.67590461075,,,,,,-23.434337615966797,-51.948341369628906,-23.408416748046875,-51.929744720458984,2.0539059720874113,12.128646850585938,0.5,4307,,,,,38651394,7609028,660000,,
2017-12-10,,2068.1346542520437,2523.643943086642,,,,,,-23.434415817260742,-51.9480094909668,-23.414852142333984,-51.92959213256836,3.2836135880840627,26.070764541625977,0.5,2637,,,,,52848908,4799041,3540000,,
2017-12-11,,1565.491532116209,2240.5454877614975,,,,,,-23.415176391601562,-51.94786834716797,-23.404024124145508,-51.93962097167969,2.674332505835316,15.855621337890625,0.5,2347,,,,,60849778,2308452,,,
2017-12-12,,1759.6417389261921,1633.9581513404846,,,,,,-23.426198959350586,-51.9481201171875,-23.412649154663086,-51.94270706176758,1.6813006197916769,18.064870834350586,0.5400000214576721,2212,,,,,49263004,4218099,960000,,
2017-12-13,,1610.4654011655548,2591.9909147024155,,,,,,,,,,2.996957659361932,11.32703685760498,0.5,3685,,,,,62717404,3093992,,,
2017-12-14,,1639.5931301826506,3284.6479798853397,,,,,,-23.41502571105957,-51.94895935058594,-23.407238006591797,-51.93844223022461,2.9648117165787493,17.66689682006836,0.5400000214576721,1618,,,,,50743023,1500725,1020000,,
2017-12-15,,1805.5627624759832,3770.9405088424683,,,,,,-23.415361404418945,-51.94810104370117,-23.403451919555664,-51.93830108642578,2.6256936630695376,17.372446060180664,0.5167161822319031,3940,,,,,62032334,4500272,1260000,,
2017-12-16,,1816.9965015655816,4486.041827909648,,,,,,-23.414936065673828,-51.94856643676758,-23.404672622680664,-51.939048767089844,1.7313553165109723,17.44611358642578,0.5,2007,,,,,64799582,5141579,1020000,,
2017-12-17,,1604.0239797375261,802.5652193496935,,,,,,,,,,3.0917430062220346,23.74726104736328,0.5,625,,,,,79019574,2762282,158330,,
2017-12-18,,1626.3659469264694,3155.7721657790244,,,,,,,,,,2.213045632946706,17.413150787353516,0.5,4874,,,,,51387677,3588058,,,
2017-12-19,,1529.1762502954318,1204.5822954177856,,,,,,,,,,4.488350636673273,15.321393013000488,0.5299999713897705,2264,,,,,84331863,1500680,,,
2017-12-20,,1614.8320835433638,3281.4891953468323,,,,,,,,,,2.452706152073856,12.657803535461426,0.5299999713897705,3940,,,,,80860200,3071731,,,
2017-12-21,,1622.3634605492084,2144.2928193360567,,,,,,,,,,1.9833717717441275,18.157203674316406,0.5,761,,,,,78137768,3460494,,,
2017-12-22,,1746.5668184488998,5479.759105570149,,,,,,,,,,1.8767331476470983,15.554160118103027,0.5049752593040466,7620,,,,,75841067,6076764,,,
2017-12-23,,1572.2343046768162,2136.307940721512,,,,,,,,,,4.138745681148887,18.5107364654541,0.5,2458,,,,,81711033,2002334,,,
2017-12-24,,1509.4391974268176,820.3056151866913,,,,,,,,,,5.557387792379742,36.87443923950195,0.5097880363464355,1521,,,,,72011083,1090816,,,
2017-12-25,,1550.2437617264043,1482.1584122776985,,,,,,,,,,1.5722094667558555,11.526126861572266,0.5099999904632568,1784,,,,,83471125,1846868,,,
2017-12-26,,1555.1231377499446,2154.9803482294083,,,,,,-23.415863037109375,-51.94936752319336,-23.413238525390625,-51.9354248046875,1.5612662890397841,15.029999732971191,0.5600000023841858,935,,,,,52142739,2087328,,,
2017-12-27,,1582.4698322066683,1917.9829952716827,,,,,,-23.420860290527344,-51.95043182373047,-23.41397476196289,-51.94141387939453,4.971865565819996,14.263779640197754,0.5,2547,,,,,50955324,2715901,,,
