Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Corrida (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.86718730757714,,,,70.28571428571429,71.0,69.0,,,,,,,,,,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.86718730757714,,,,67.0,68.0,66.0,,,,,,,,,,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.86718730757714,,,,65.53846153846153,67.0,63.0,,,,,,,,,,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.86718730757714,,,,63.22727272727273,68.0,59.0,,,,,,,,,,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.86718730757714,,,,68.16666666666667,74.0,64.0,,,,,,,,,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.86718730757714,,,,62.94444444444444,66.0,59.0,,,,,,,,,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.86718730757714,,,,59.5,60.0,59.0,,,,,,,,,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.86718730757714,,,,59.375,60.0,59.0,,,,,,,,,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.86718730757714,,,,59.5,60.0,59.0,,,,,,,,,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.86718730757714,,,,58.90909090909091,60.0,58.0,,,,,,,,,,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.86718730757714,,,,59.0625,60.0,58.0,,,,,,,,,,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.86718730757714,,,,69.95833333333333,74.0,67.0,,,,,,,,,,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.86718730757714,,,,67.5,69.0,66.0,,,,,,,,,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.86718730757714,,,,68.25,70.0,66.0,,,,,,,,,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.86718730757714,,,,68.3076923076923,69.0,67.0,,,,,,,,,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.86718730757714,,,,68.6,69.0,68.0,,,,,,,,,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.86718730757714,,,,69.2,73.0,69.0,,,,,,,,,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.86718730757714,,,,64.9090909090909,65.0,64.0,,,,,,,,,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.86718730757714,,,,65.23076923076923,66.0,65.0,,,,,,,,,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.86718730757714,,,,66.0,66.0,66.0,,,,,,,,,,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.86718730757714,,,,68.5,70.0,67.0,,,,,,,,,,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.86718730757714,,,,,,,,,,,,,,,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.86718730757714,,,,,,,,,,,,,,,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.86718730757714,,,,53.45,58.0,49.0,,,,,,,,,,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.86718730757714,,,,72.0,72.0,72.0,,,,,,,,,,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.86718730757714,,,,74.0,83.0,68.0,,,,,0.5213271379470825,0.5213271379470825,0.5213271379470825,,,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.86718730757714,,,,69.77777777777777,71.0,68.0,,,,,,,,,,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.86718730757714,,,,69.0909090909091,70.0,68.0,,,,,,,,,,,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.86718730757714,,,,69.25,71.0,68.0,,,,,,,,,,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.86718730757714,,,,75.21428571428571,79.0,73.0,,,,,,,,,,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.86718730757714,,,,76.0,77.0,75.0,,,,,,,,,,,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.86718730757714,,,,82.5,89.0,76.0,,,,,,,,,,,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.86718730757714,,,,70.5,80.0,68.0,,,,,,,,,,,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.86718730757714,,,,88.36363636363636,94.0,76.0,,,,,,,,13,,,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,15.86718730757714,,,,85.5,86.0,85.0,,,,,,,,,,,,,,,
08:45:00.000-03:00,09:00:00.000-03:00,12,54.093433450633725,274.014595576695,,,108.1875,117.0,104.0,-23.41482162475586,-51.94795608520508,-23.414535522460938,-51.94721603393555,0.414522363789828,0.9782271385192871,0.31382301449775696,429,,,,,720000,,
09:00:00.000-03:00,09:15:00.000-03:00,10,54.405521326278695,139.21331827981132,6.0,6,121.83333333333333,137.0,100.0,-23.414766311645508,-51.94798278808594,-23.414766311645508,-51.94798278808594,0.46569376891813086,0.8800618648529053,0.31382298469543457,217,,,,366533,333648,,
09:15:00.000-03:00,09:30:00.000-03:00,12,57.63116059333981,,12.0,12,118.04166666666667,131.0,104.0,,,,,,,,,,,,735097,,,
09:30:00.000-03:00,09:45:00.000-03:00,,15.867188131486568,,,,96.0,96.0,96.0,,,,,,,,,,,,,,,
09:45:00.000-03:00,10:00:00.000-03:00,,15.867188131486568,,,,99.36363636363636,110.0,95.0,,,,,,,,,,,,,,,
10:00:00.000-03:00,10:15:00.000-03:00,,15.867188131486568,,,,99.18181818181819,108.0,93.0,,,,,,,,,,,,,,,
10:15:00.000-03:00,10:30:00.000-03:00,,15.867188131486568,,,,98.6,109.0,90.0,,,,,,,,,,,,,,,
