Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms)
00:00:00.000-02:00,00:15:00.000-02:00,,,31.510668320957105,,,,,,,,,,,,,,,,,900000
00:15:00.000-02:00,00:30:00.000-02:00,,,41.3121509502616,,,,,,,,,,,,,18,,,,900000
00:30:00.000-02:00,00:45:00.000-02:00,,,32.592573715370165,,,,,,,,,,,,,6,,,,900000
00:45:00.000-02:00,01:00:00.000-02:00,,,57.15164848514401,,,,,,,,,,,,,,,,,886995
01:00:00.000-02:00,01:15:00.000-02:00,,,23.86966883983899,,,,,,,,,,,,,2,,,,647923
01:15:00.000-02:00,01:30:00.000-02:00,,,11.636040790385806,,,,,,,,,,,,,,,,,900000
01:30:00.000-02:00,01:45:00.000-02:00,,,31.656074256914827,,,,,,,,,,,,,,,,,900000
01:45:00.000-02:00,02:00:00.000-02:00,,,1.6457050012391194,,,,,,,,,,,,,,,,,900000
02:00:00.000-02:00,02:15:00.000-02:00,,,1.6457050012391194,,,,,,,,,,,,,,,,,900000
02:15:00.000-02:00,02:30:00.000-02:00,,,1.6457050012391194,,,,,,,,,,,,,,,,,900000
02:30:00.000-02:00,02:45:00.000-02:00,,,7.904746899948186,,,,,,,,,,,,,,,,,900000
02:45:00.000-02:00,03:00:00.000-02:00,,,5.419466113576474,,,,,,,,,,,,,,,,,900000
03:00:00.000-02:00,03:15:00.000-02:00,,,20.087033626552884,,,,,,,,,,,,,,,,,900000
03:15:00.000-02:00,03:30:00.000-02:00,,,11.897410491561686,,,,,,,,,,,,,,,,,900000
03:30:00.000-02:00,03:45:00.000-02:00,,,8.880544512539824,,,,,,,,,,,,,,,,,900000
03:45:00.000-02:00,04:00:00.000-02:00,,,13.85375787366801,,,,,,,,,,,,,,,,,900000
04:00:00.000-02:00,04:15:00.000-02:00,,,12.181453731708917,,,,,,,,,,,,,,,,,900000
04:15:00.000-02:00,04:30:00.000-02:00,,,6.9008336788858164,,,,,,,,,,,,,,,,,900000
04:30:00.000-02:00,04:45:00.000-02:00,,,11.348469135327852,,,,,,,,,,,,,,,,,900000
04:45:00.000-02:00,05:00:00.000-02:00,,,3.2319630195096183,,,,,,,,,,,,,,,,,900000
05:00:00.000-02:00,05:15:00.000-02:00,,,6.026227971994001,,,,,,,,,,,,,,,,,900000
05:15:00.000-02:00,05:30:00.000-02:00,,,9.885295307645084,,,,,,,,,,,,,,,,,900000
05:30:00.000-02:00,05:45:00.000-02:00,,,13.995845517131905,,,,,,,,,,,,,,,,,900000
05:45:00.000-02:00,06:00:00.000-02:00,,,7.261523954805788,,,,,,,,,,,,,,,,,900000
06:00:00.000-02:00,06:15:00.000-02:00,,,4.547892363010032,,,,,,,,,,,,,,,,,900000
06:15:00.000-02:00,06:30:00.000-02:00,,,2.088334316319446,,,,,,,,,,,,,,,,,900000
06:30:00.000-02:00,06:45:00.000-02:00,,,2.088334316319446,,,,,,,,,,,,,,,,,900000
06:45:00.000-02:00,07:00:00.000-02:00,,,3.1848020095040694,,,,,,,,,,,,,,,,,900000
07:00:00.000-02:00,07:15:00.000-02:00,,,17.209911144924533,,,,,,,,,,,,,,,,,900000
07:15:00.000-02:00,07:30:00.000-02:00,,,9.065370729735383,,,,,,,,,,,,,,,,,900000
07:30:00.000-02:00,07:45:00.000-02:00,,,7.0068463612433876,,,,,,,,,,,,,,,,,900000
