Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.8671875,1.5244055068836044,,,99.0,99.0,99.0,,,,,,,,2,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.8671875,1.6332916145181477,,,73.5,77.0,70.0,,,,,,,,3,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.8671875,1.6332916145181477,,,94.0,122.0,68.0,,,,,,,,3,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.8671875,1.6332916145181477,,,87.4,103.0,61.0,,,,,,,,3,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.8671875,1.6332916145181477,,,99.0,99.0,99.0,,,,,,,,3,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.8671875,1.6332916145181477,,,87.5,93.0,82.0,,,,,,,,3,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.8671875,1.6332916145181477,,,83.08333333333333,102.0,69.0,,,,,,,,3,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.8671875,1.6332916145181477,,,89.91666666666667,114.0,74.0,,,,,,,,3,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.8671875,1.6332916145181477,,,78.375,86.0,71.0,,,,,,,,3,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.8671875,1.6332916145181477,,,108.0,108.0,108.0,,,,,,,,3,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.8671875,1.6332916145181477,,,82.5,89.0,76.0,,,,,,,,3,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.8671875,1.6332916145181477,,,66.5,72.0,61.0,,,,,,,,3,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.8671875,1.6332916145181477,,,77.5,110.0,56.0,,,,,,,,3,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.8671875,1.6332916145181477,,,83.58333333333333,102.0,70.0,,,,,,,,3,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.8671875,1.6332916145181477,,,67.0,67.0,67.0,,,,,,,,3,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.8671875,1.6332916145181477,,,95.41666666666667,114.0,83.0,,,,,,,,3,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.8671875,1.6332916145181477,,,92.25,108.0,73.0,,,,,,,,3,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.8671875,1.6332916145181477,,,77.92857142857143,107.0,60.0,,,,,,,,3,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.8671875,1.6332916145181477,,,82.8,110.0,61.0,,,,,,,,3,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.8671875,1.6332916145181477,,,70.25,83.0,56.0,,,,,,,,3,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.8671875,1.6332916145181477,,,87.0,95.0,79.0,,,,,,,,3,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.8671875,1.6332916145181477,,,81.08333333333333,86.0,73.0,,,,,,,,3,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.8671875,1.6332916145181477,,,71.5,84.0,59.0,,,,,,,,3,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.8671875,1.6332916145181477,,,87.64285714285714,93.0,74.0,,,,,,,,3,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.8671875,1.6332916145181477,,,71.0,83.0,59.0,,,,,,,,3,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.8671875,1.6332916145181477,,,75.6,123.0,63.0,,,,,,,,3,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.8671875,1.6332916145181477,,,82.58333333333333,120.0,53.0,,,,,,,,3,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.8671875,1.6332916145181477,,,80.5,92.0,69.0,,,,,,,,3,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.8671875,1.6332916145181477,,,94.0,96.0,92.0,,,,,,,,3,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.8671875,1.6332916145181477,,,75.0,75.0,75.0,,,,,,,,3,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.8671875,1.6332916145181477,,,72.5,76.0,69.0,,,,,,,,3,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.8671875,1.6332916145181477,,,77.91666666666667,83.0,70.0,,,,,,,,3,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.8671875,1.6332916145181477,,,91.25,102.0,76.0,,,,,,,,3,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.8671875,1.6332916145181477,,,94.5,102.0,87.0,,,,,,,,3,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,15.8671875,1.6332916145181477,,,72.375,80.0,67.0,,,,,,,,3,,,,,
08:45:00.000-03:00,09:00:00.000-03:00,,15.8671875,1.6332916145181477,,,70.5,72.0,69.0,,,,,,,,3,,,,,
09:00:00.000-03:00,09:15:00.000-03:00,2,25.086881791687013,1.6332916145181477,,,75.0,75.0,75.0,,,,,0.3764854083707218,0.5928094594612056,0.26717576116813174,3,,,,173655,
09:15:00.000-03:00,09:30:00.000-03:00,,15.867187499999998,1.6332916145181477,,,58.0,58.0,58.0,,,,,0.2510584195454915,0.2510584195454915,0.2510584195454915,3,,,,,
09:30:00.000-03:00,09:45:00.000-03:00,7,37.784774140042266,1.6332916145181477,2.0,2,81.5,88.0,75.0,-23.415382385253906,-51.94942855834961,-23.414854049682617,-51.947959899902344,0.7194098719232626,1.4979628321863292,0.1729015360566741,3,,,,412823,
