Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.825520798563959,5.808795411089866,,,63.84615384615385,72.0,61.0,,,,,,,,16,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.825520798563959,6.223709369024856,,,65.60714285714286,83.0,60.0,,,,,,,,16,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.825520798563959,6.223709369024856,,,71.85714285714286,75.0,66.0,,,,,,,,16,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.825520798563959,6.223709369024856,,,66.67857142857143,71.0,64.0,,,,,,,,16,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.825520798563959,6.223709369024856,,,67.07142857142857,86.0,57.0,,,,,,,,16,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.825520798563959,6.223709369024856,,,58.82142857142857,64.0,56.0,,,,,,,,16,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.825520798563959,6.223709369024856,,,65.64285714285714,76.0,57.0,,,,,,,,16,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.825520798563959,6.223709369024856,,,62.035714285714285,67.0,59.0,,,,,,,,16,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.825520798563959,6.223709369024856,,,64.35714285714286,78.0,58.0,,,,,,,,16,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.825520798563959,6.223709369024856,,,65.5,71.0,62.0,,,,,,,,16,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.825520798563959,6.223709369024856,,,62.23076923076923,67.0,57.0,,,,,,,,16,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.825520798563959,6.223709369024856,,,,,,,,,,,,,16,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.825520798563959,6.223709369024856,,,,,,,,,,,,,16,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.825520798563959,6.223709369024856,,,58.0,58.0,58.0,,,,,,,,16,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.825520798563959,6.223709369024856,,,60.916666666666664,73.0,56.0,,,,,,,,16,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.825520798563959,6.223709369024856,,,59.25,74.0,55.0,,,,,,,,16,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.825520798563959,6.223709369024856,,,64.78571428571429,67.0,60.0,,,,,,,,16,,,,,
