Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,23,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,16.00260460873445,8.69971512968068,,,,,,,,,,,,,35,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,16.00260460873445,37.267169671263545,,,,,,,,,,0.29449630657441295,0.32126869309664535,0.2677239200521806,69,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
08:45:00.000-03:00,09:00:00.000-03:00,,16.00260460873445,17.348510019381305,,,,,,,,,,0.3211300715327948,0.3211300715327948,0.3211300715327948,,,,,
09:00:00.000-03:00,09:15:00.000-03:00,,16.00260460873445,,,,,,,,,,,1.338990569114685,1.338990569114685,1.338990569114685,,,,,
09:15:00.000-03:00,09:30:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
09:30:00.000-03:00,09:45:00.000-03:00,,16.00260460873445,2.570149632500934,,,,,,,,,,,,,4,,,,
09:45:00.000-03:00,10:00:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
10:00:00.000-03:00,10:15:00.000-03:00,,16.00260460873445,,,,,,,,,,,,,,,,,,
10:15:00.000-03:00,10:30:00.000-03:00,1,32.87235476897076,40.71020572678147,,,,,,,,,,0.3212686914095729,0.3212686914095729,0.3212686914095729,111,,,,310598
10:30:00.000-03:00,10:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,1.2941700220108032,1.2941700220108032,1.2941700220108032,,,,,
10:45:00.000-03:00,11:00:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
11:00:00.000-03:00,11:15:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,18,,,,
11:15:00.000-03:00,11:30:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,33,,,,
11:30:00.000-03:00,11:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,14,,,,
11:45:00.000-03:00,12:00:00.000-03:00,4,31.25271797228099,247.18144902471127,2.0,2,,,,,,,,1.130065226094287,1.301287184515177,0.2550037525805484,357,,,,280778
12:00:00.000-03:00,12:15:00.000-03:00,2,16.002604608734448,87.38508750503176,,,,,,,,,,0.32126868584973584,0.3212686987565015,0.3212686729429702,154,,,,
12:15:00.000-03:00,12:30:00.000-03:00,6,37.61296975517718,414.97455068704545,3.0,3,,,,,,,,0.9040273839364852,1.2723099234407356,0.44023280292290634,635,,,,397880
12:30:00.000-03:00,12:45:00.000-03:00,,16.002604608734448,,,,,,,,,,,,,,,,,,
12:45:00.000-03:00,13:00:00.000-03:00,8,42.55002118977275,382.222902007934,,,,,,-23.406702041625977,-51.93813705444336,-23.40535545349121,-51.937782287597656,0.7121764789934969,1.3585879962590475,0.32126867622592165,568,,,,488779
13:00:00.000-03:00,13:15:00.000-03:00,4,29.581537402282756,173.2416274512993,,,,,,,,,,0.6470569390841424,1.0767012596415346,0.3212687118954539,267,,,,250009
