Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms),Duração de Caminhada (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,45,,,,900000,
00:15:00.000-03:00,00:30:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,5,,,,900000,
00:30:00.000-03:00,00:45:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
00:45:00.000-03:00,01:00:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
01:00:00.000-03:00,01:15:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
01:15:00.000-03:00,01:30:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
01:30:00.000-03:00,01:45:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
01:45:00.000-03:00,02:00:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
02:00:00.000-03:00,02:15:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
02:15:00.000-03:00,02:30:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
02:30:00.000-03:00,02:45:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
02:45:00.000-03:00,03:00:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
03:00:00.000-03:00,03:15:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
03:15:00.000-03:00,03:30:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
03:30:00.000-03:00,03:45:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
03:45:00.000-03:00,04:00:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
04:00:00.000-03:00,04:15:00.000-03:00,,15.138021106574504,,,,,,,,,,,,,,,,,,900000,
04:15:00.000-03:00,04:30:00.000-03:00,,15.138021172036174,,,,,,,,,,,,,,8,,,,557183,
04:30:00.000-03:00,04:45:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,1,,,,900000,
04:45:00.000-03:00,05:00:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,,,,,900000,
05:00:00.000-03:00,05:15:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,,,,,900000,
05:15:00.000-03:00,05:30:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,,,,,900000,
05:30:00.000-03:00,05:45:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,,,,,900000,
05:45:00.000-03:00,06:00:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,1,,,,900000,
06:00:00.000-03:00,06:15:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,1,,,,900000,
06:15:00.000-03:00,06:30:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,,,,,900000,
06:30:00.000-03:00,06:45:00.000-03:00,,15.138021077951162,,,,,,,,,,,,,,20,,,,900000,
06:45:00.000-03:00,07:00:00.000-03:00,,15.138020443931076,,,,,,,,,,,,,,16,,,,69594,
07:00:00.000-03:00,07:15:00.000-03:00,,15.138019988344341,,,,,,,,,,,,,,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.138019818812294,,,,,,,,,,,,,,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,17.456522366468096,81.1739666945785,,,,,,,,,,,,,102,,,,,49846
07:45:00.000-03:00,08:00:00.000-03:00,,45.449908278737176,626.1489779465348,,,,,,,,,,,,,876,,,,61530,651682
08:00:00.000-03:00,08:15:00.000-03:00,,15.138021249107375,,,,,,,,,,,,,,5,,,,109368,
08:15:00.000-03:00,08:30:00.000-03:00,,34.49816807168252,221.0328722000122,,,,,,,,,,,,,516,,,,362768,416229
08:30:00.000-03:00,08:45:00.000-03:00,,15.13802002922408,,,,,,,,,,,,,,92,,,,900000,
08:45:00.000-03:00,09:00:00.000-03:00,,15.13802002922408,,,,,,,,,,,,,,144,,,,900000,
09:00:00.000-03:00,09:15:00.000-03:00,,15.13802002922408,,,,,,,,,,,,,,168,,,,900000,
09:15:00.000-03:00,09:30:00.000-03:00,,15.13802002922408,,,,,,,,,,,,,,,,,,900000,
09:30:00.000-03:00,09:45:00.000-03:00,,15.13802002922408,,,,,,,,,,,,,,,,,,900000,
09:45:00.000-03:00,10:00:00.000-03:00,,16.62184121230354,,,,,,,,,,,,,,168,,,,868099,31901
10:00:00.000-03:00,10:15:00.000-03:00,,15.138020132024135,,,,,,,,,,,,,,135,,,,900000,
10:15:00.000-03:00,10:30:00.000-03:00,,27.53191007280777,88.47886848449707,,,,,,,,,,,,,425,,,,633541,266459
10:30:00.000-03:00,10:45:00.000-03:00,,16.76854531792693,,,,,,,,,,,,,,216,,,,864945,35055
10:45:00.000-03:00,11:00:00.000-03:00,,15.138021298205839,,,,,,,,,,,,,,111,,,,900000,
11:00:00.000-03:00,11:15:00.000-03:00,,15.138021298205839,,,,,,,,,,,,,,327,,,,900000,
11:15:00.000-03:00,11:30:00.000-03:00,,15.138021298205839,,,,,,,,,,,,,,165,,,,900000,
