Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Inativa (ms),Duração de Caminhada (ms)
00:00:00.000-02:00,00:15:00.000-02:00,,,28.6787442585858,,,,,,,,,,,,,,,,,,900000,
00:15:00.000-02:00,00:30:00.000-02:00,,,51.15694607060286,,,,,,,,,,,,,9,,,,,900000,
00:30:00.000-02:00,00:45:00.000-02:00,,,52.67095648396323,,,,,,,,,,,,,1,,,,,697340,
00:45:00.000-02:00,01:00:00.000-02:00,,,35.26896181748155,,,,,,,,,,,,,1,,,,,350312,
01:00:00.000-02:00,01:15:00.000-02:00,,,,,,,,,,,,,,,,3,,,,,694274,
01:15:00.000-02:00,01:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,,
01:30:00.000-02:00,01:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,,
01:45:00.000-02:00,02:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,,
02:00:00.000-02:00,02:15:00.000-02:00,,,,,,,,,,,,,,,,1,,,,,570206,
02:15:00.000-02:00,02:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,790932,
02:30:00.000-02:00,02:45:00.000-02:00,,,,,,,,,,,,,,,,1,,,,,900000,
02:45:00.000-02:00,03:00:00.000-02:00,,,,,,,,,,,,,,,,7,,,,,900000,
03:00:00.000-02:00,03:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
03:15:00.000-02:00,03:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
03:30:00.000-02:00,03:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
03:45:00.000-02:00,04:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
04:00:00.000-02:00,04:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
04:15:00.000-02:00,04:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
04:30:00.000-02:00,04:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
04:45:00.000-02:00,05:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
05:00:00.000-02:00,05:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
05:15:00.000-02:00,05:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
05:30:00.000-02:00,05:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
05:45:00.000-02:00,06:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
06:00:00.000-02:00,06:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
06:15:00.000-02:00,06:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
06:30:00.000-02:00,06:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
06:45:00.000-02:00,07:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
07:00:00.000-02:00,07:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
07:15:00.000-02:00,07:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
07:30:00.000-02:00,07:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
07:45:00.000-02:00,08:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
08:00:00.000-02:00,08:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
08:15:00.000-02:00,08:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
08:30:00.000-02:00,08:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
08:45:00.000-02:00,09:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
09:00:00.000-02:00,09:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
09:15:00.000-02:00,09:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
09:30:00.000-02:00,09:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
09:45:00.000-02:00,10:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
10:00:00.000-02:00,10:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
10:15:00.000-02:00,10:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
10:30:00.000-02:00,10:45:00.000-02:00,,,,,,,,,,,,,,,,1,,,,,900000,
10:45:00.000-02:00,11:00:00.000-02:00,,,,,,,,,,,,,,,,13,,,,,900000,
11:00:00.000-02:00,11:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
11:15:00.000-02:00,11:30:00.000-02:00,,,,,,,,,,,,,,,,1,,,,,900000,
11:30:00.000-02:00,11:45:00.000-02:00,,,,,,,,,,,,,,,,17,,,,,900000,
11:45:00.000-02:00,12:00:00.000-02:00,,,,,,,,,,,,,,,,603,,,,,587045,305550
12:00:00.000-02:00,12:15:00.000-02:00,,,,,,,,,,,,,,,,15,,,,,779405,
12:15:00.000-02:00,12:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
12:30:00.000-02:00,12:45:00.000-02:00,,,,,,,,,,,,,,,,0,,,,,437188,
12:45:00.000-02:00,13:00:00.000-02:00,,,,,,,,,,,,,,,,7,,,,,739906,
13:00:00.000-02:00,13:15:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
13:15:00.000-02:00,13:30:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
13:30:00.000-02:00,13:45:00.000-02:00,,,,,,,,,,,,,,,,9,,,,,900000,
13:45:00.000-02:00,14:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
14:00:00.000-02:00,14:15:00.000-02:00,,,,,,,,,,,,,,,,257,,,,,817480,82520
14:15:00.000-02:00,14:30:00.000-02:00,,,,,,,,,,,,,,,,267,,,,,636134,123040
14:30:00.000-02:00,14:45:00.000-02:00,,,,,,,,,,,,,,,,,,,,,418171,
14:45:00.000-02:00,15:00:00.000-02:00,,,,,,,,,,,,,,,,,,,,,900000,
15:00:00.000-02:00,15:15:00.000-02:00,,,,,,,,,,,,,,,,1,,,,,693901,
15:15:00.000-02:00,15:30:00.000-02:00,,,32.79087326195116,,,,,,,,,,,,,,,,,,599680,
15:30:00.000-02:00,15:45:00.000-02:00,,,19.84928255653779,,,,,,,,,,,,,,,,,,900000,
15:45:00.000-02:00,16:00:00.000-02:00,,,27.274765430011715,,,,,,,,,,,,,,,,,,900000,
16:00:00.000-02:00,16:15:00.000-02:00,,,35.71986022167714,,,,,,,,,,,,,,,,,,900000,
16:15:00.000-02:00,16:30:00.000-02:00,,,28.95237453716658,,,,,,,,,,,,,,,,,,900000,
