Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Inativa (ms),Duração de Caminhada (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.74218689419901,,,,,,,,,,,,,,,,,,,900000,
00:15:00.000-03:00,00:30:00.000-03:00,,15.74218689419901,,,,,,,,,,,,,,,,,,,900000,
00:30:00.000-03:00,00:45:00.000-03:00,1,20.90504223017295,23.773883819580078,,,,,,,,,,0.3803102672100067,0.3803102672100067,0.3803102672100067,58,,,,,800646,99354
00:45:00.000-03:00,01:00:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
01:00:00.000-03:00,01:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
01:15:00.000-03:00,01:30:00.000-03:00,,15.742187157725114,17.3485107421875,,,,,,,,,,0.5112194418907166,0.5112194418907166,0.5112194418907166,46,,,,,900000,
01:30:00.000-03:00,01:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
01:45:00.000-03:00,02:00:00.000-03:00,,15.742187157725114,,,,78.0,78.0,78.0,,,,,,,,,,,,,900000,
02:00:00.000-03:00,02:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
02:15:00.000-03:00,02:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
02:30:00.000-03:00,02:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
02:45:00.000-03:00,03:00:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
03:00:00.000-03:00,03:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
03:15:00.000-03:00,03:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
03:30:00.000-03:00,03:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
03:45:00.000-03:00,04:00:00.000-03:00,,15.742187157725114,,,,65.0,65.0,65.0,,,,,,,,,,,,,900000,
04:00:00.000-03:00,04:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
04:15:00.000-03:00,04:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
04:30:00.000-03:00,04:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
04:45:00.000-03:00,05:00:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
05:00:00.000-03:00,05:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
05:15:00.000-03:00,05:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
05:30:00.000-03:00,05:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
05:45:00.000-03:00,06:00:00.000-03:00,,15.742187157725114,,,,,,,,,,,2.8456828594207764,2.8456828594207764,2.8456828594207764,,,,,,900000,
06:00:00.000-03:00,06:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
06:15:00.000-03:00,06:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
06:30:00.000-03:00,06:45:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
06:45:00.000-03:00,07:00:00.000-03:00,,15.742187157725114,,,,,,,,,,,,,,,,,,,900000,
07:00:00.000-03:00,07:15:00.000-03:00,,15.742187157725114,,,,,,,,,,,6.0,6.0,6.0,,,,,,900000,
07:15:00.000-03:00,07:30:00.000-03:00,,15.742187157725114,,,,,,,,,,,1.0,1.0,1.0,,,,,,900000,
07:30:00.000-03:00,07:45:00.000-03:00,,15.742187157725114,,,,99.0,99.0,99.0,,,,,,,,,,,,,900000,
07:45:00.000-03:00,08:00:00.000-03:00,,15.742187157725114,,,,74.0,74.0,74.0,,,,,15.397941589355469,15.397941589355469,15.397941589355469,,,,,,900000,
08:00:00.000-03:00,08:15:00.000-03:00,8,36.3393646655334,785.4674259296653,6.0,6,,,,-23.4148148,-51.9479877,-23.4132789,-51.9418668,1.0024049190914692,3.4400463104248047,0.18120647966861725,158,,,,370321,323044,
08:15:00.000-03:00,08:30:00.000-03:00,8,48.93888247743827,1492.6980719693902,8.0,8,,,,-23.4133431,-51.9418284,-23.4030764,-51.9382077,1.920684079304169,6.960773468017578,0.18301616609096527,29,,,,497407,296154,106439
08:30:00.000-03:00,08:45:00.000-03:00,4,29.816857194594107,241.7886085510254,1.0,1,,,,,,,,0.9674454377363287,1.2453131675720215,0.31948724389076233,352,,,,,448276,270853
08:45:00.000-03:00,09:00:00.000-03:00,,15.742187116826317,,,,,,,,,,,0.761128860621398,1.3458858728408813,0.5102826952934265,,,,,,900000,
09:00:00.000-03:00,09:15:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
09:15:00.000-03:00,09:30:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
09:30:00.000-03:00,09:45:00.000-03:00,2,15.742187116826317,66.59238547344795,,,,,,,,,,0.6642178297042847,0.6642178297042847,0.6642178297042847,118,,,,,681652,
09:45:00.000-03:00,10:00:00.000-03:00,3,15.742187116826317,179.69309121112235,,,61.0,61.0,61.0,,,,,0.987296812527208,1.184385895729065,0.5133389234542847,265,,,,,331894,
10:00:00.000-03:00,10:15:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
10:15:00.000-03:00,10:30:00.000-03:00,,15.742187116826317,,,,87.0,87.0,87.0,,,,,,,,,,,,,900000,
10:30:00.000-03:00,10:45:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
10:45:00.000-03:00,11:00:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
11:00:00.000-03:00,11:15:00.000-03:00,,15.742187116826317,,,,,,,,,,,,,,,,,,,900000,
