Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Corrida (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.8671875,4.31864406779661,,,57.0,57.0,57.0,,,,,,,,6,,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.8671875,4.627118644067797,,,70.0,70.0,70.0,,,,,,,,7,,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.8671875,4.627118644067797,,,83.0,83.0,83.0,,,,,,,,7,,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.8671875,4.627118644067797,,,95.0,95.0,95.0,,,,,,,,7,,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.8671875,4.627118644067797,,,92.41666666666667,104.0,63.0,,,,,,,,7,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.8671875,4.627118644067797,,,,,,,,,,,,,7,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.8671875,4.627118644067797,,,,,,,,,,,,,7,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.8671875,4.627118644067797,,,61.0,61.0,61.0,,,,,,,,7,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.8671875,4.627118644067797,,,,,,,,,,,,,7,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.8671875,4.627118644067797,,,64.0,64.0,64.0,,,,,,,,7,,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.8671875,4.627118644067797,,,54.0,54.0,54.0,,,,,,,,7,,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.8671875,4.627118644067797,,,63.0,63.0,63.0,,,,,,,,7,,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.8671875,4.627118644067797,,,65.0,68.0,62.0,,,,,,,,7,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.8671875,4.627118644067797,,,90.0,90.0,90.0,,,,,,,,7,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.8671875,4.627118644067797,,,76.0909090909091,81.0,72.0,,,,,,,,7,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.8671875,4.627118644067797,,,89.0,90.0,88.0,,,,,,,,7,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.8671875,4.627118644067797,,,62.5,88.0,52.0,,,,,,,,7,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.8671875,4.627118644067797,,,63.0,66.0,60.0,,,,,,,,7,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.8671875,4.627118644067797,,,78.0,93.0,63.0,,,,,,,,7,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.8671875,4.627118644067797,,,69.0,69.0,69.0,,,,,,,,7,,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.8671875,4.627118644067797,,,93.0,93.0,93.0,,,,,,,,7,,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.8671875,4.627118644067797,,,84.875,99.0,73.0,,,,,,,,7,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.8671875,4.627118644067797,,,85.39285714285714,105.0,66.0,,,,,,,,7,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.8671875,4.627118644067797,,,71.0,71.0,71.0,,,,,,,,7,,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.8671875,4.627118644067797,,,83.5,101.0,66.0,,,,,,,,7,,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.8671875,4.627118644067797,,,87.0,87.0,87.0,,,,,,,,7,,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.8671875,4.627118644067797,,,76.5,89.0,64.0,,,,,,,,7,,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.8671875,4.627118644067797,,,100.0,100.0,100.0,,,,,,,,7,,,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.8671875,4.627118644067797,,,83.5,88.0,69.0,,,,,,,,7,,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.8671875,4.627118644067797,,,68.0,68.0,68.0,,,,,,,,7,,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.8671875,4.627118644067797,,,94.5,101.0,88.0,,,,,,,,7,,,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.8671875,4.627118644067797,,,76.0,76.0,76.0,,,,,,,,7,,,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.8671875,4.627118644067797,,,111.5,128.0,95.0,,,,,,,,7,,,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.8671875,4.627118644067797,,,101.5,123.0,80.0,,,,,,,,7,,,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,2,15.8671875,4.627118644067797,,,68.0,68.0,68.0,,,,,0.35266594780195987,0.39417538046836853,0.282440721988678,7,,,,,,,
08:45:00.000-03:00,09:00:00.000-03:00,11,34.63542937724595,4.627118644067797,5.0,5,,,,-23.414419174194336,-51.94647216796875,-23.413352966308594,-51.94244384765625,1.1452889774103057,3.52305269241333,0.3136747479438782,4,,,,330344,,,
