Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Inativa (ms),Duração de Caminhada (ms)
00:00:00.000-02:00,00:15:00.000-02:00,,14.825520969541726,,,,,,,,,,,17.993611020977987,27.75,9.75,,,,,,,
00:15:00.000-02:00,00:30:00.000-02:00,,14.825520969541726,,,,,,,,,,,17.71479105840904,25.25,0.75,,,,,,,
00:30:00.000-02:00,00:45:00.000-02:00,,22.95022003995596,29.19493904829011,,,,,,,,,,,,,186,,,,,684354,185946
00:45:00.000-02:00,01:00:00.000-02:00,,17.499496974457543,37.39399012804046,,,,,,,,,,19.628643832131516,29.75,0.5,56,,,,,,61198
01:00:00.000-02:00,01:15:00.000-02:00,,14.825519882483787,,,,,,,,,,,23.633738171807604,30.0,11.25,,,,,,,
01:15:00.000-02:00,01:30:00.000-02:00,,14.825519882483787,,,,,,,,,,,21.506123788112795,28.0,14.75,,,,,,,
01:30:00.000-02:00,01:45:00.000-02:00,,14.825519882483787,,,,,,,,,,,23.513545561516594,31.5,15.25,,,,,,,
01:45:00.000-02:00,02:00:00.000-02:00,,14.825519882483787,,,,,,,,,,,24.07917891868408,30.0,14.0,,,,,,,
02:00:00.000-02:00,02:15:00.000-02:00,,14.825519882483787,,,,,,,,,,,23.174839570632674,28.5,4.0,,,,,,,
02:15:00.000-02:00,02:30:00.000-02:00,,14.825519882483787,,,,,,,,,,,26.71883231545248,30.75,19.75,,,,,,,
02:30:00.000-02:00,02:45:00.000-02:00,,14.825519882483787,,,,,,,,,,,23.002421757724456,29.0,0.75,,,,,,,
02:45:00.000-02:00,03:00:00.000-02:00,,14.825519882483787,,,,,,,,,,,23.207550617014792,29.5,3.0,,,,,,,
03:00:00.000-02:00,03:15:00.000-02:00,,14.825519882483787,,,,,,,,,,,26.24019421856103,29.75,18.25,,,,,,,
03:15:00.000-02:00,03:30:00.000-02:00,,14.825519882483787,,,,,,,,,,,25.410087999146167,29.75,18.75,,,,,,,
03:30:00.000-02:00,03:45:00.000-02:00,,14.825519882483787,,,,,,,,,,,26.123230055309655,28.5,14.0,,,,,,,
03:45:00.000-02:00,04:00:00.000-02:00,,14.825519882483787,,,,,,,,,,,25.15725638524487,28.75,11.75,,,,,,,
04:00:00.000-02:00,04:15:00.000-02:00,,14.825519882483787,,,,,,,,,,,19.822374896011855,27.0,12.25,,,,,,,
04:15:00.000-02:00,04:30:00.000-02:00,,14.825519882483787,,,,,,,,,,,21.979590282721603,26.25,14.5,,,,,,,
04:30:00.000-02:00,04:45:00.000-02:00,,14.825519882483787,,,,,,,,,,,18.575636720516496,27.75,0.75,,,,,,,
04:45:00.000-02:00,05:00:00.000-02:00,,14.825520808168886,,,,,,,,,,,17.100593046623793,29.5,0.5,,,,,,,
05:00:00.000-02:00,05:15:00.000-02:00,,14.825521439417978,,,,,,,,,,,27.417136219593534,30.5,21.5,,,,,,,
