Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,,22.643835548544835,,,,,,,,,,,,,10,,,,801370
00:15:00.000-03:00,00:30:00.000-03:00,,,8.856085336676195,,,,,,,,,,,,,5,,,,900000
00:30:00.000-03:00,00:45:00.000-03:00,,,2.0924573399540103,,,,,,,,,,,,,,,,,900000
00:45:00.000-03:00,01:00:00.000-03:00,,,,,,,,,,,,,,,,1,,,,900000
01:00:00.000-03:00,01:15:00.000-03:00,,,1.6104584471026098,,,,,,,,,,,,,1,,,,900000
01:15:00.000-03:00,01:30:00.000-03:00,,,6.65848424951612,,,,,,,,,,,,,1,,,,900000
01:30:00.000-03:00,01:45:00.000-03:00,,,5.767299145050643,,,,,,,,,,,,,,,,,900000
01:45:00.000-03:00,02:00:00.000-03:00,,,3.848462036772978,,,,,,,,,,,,,,,,,900000
02:00:00.000-03:00,02:15:00.000-03:00,,,11.799127478193302,,,,,,,,,,,,,,,,,900000
02:15:00.000-03:00,02:30:00.000-03:00,,,3.2441071046680583,,,,,,,,,,,,,6,,,,900000
02:30:00.000-03:00,02:45:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
02:45:00.000-03:00,03:00:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
03:00:00.000-03:00,03:15:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
03:15:00.000-03:00,03:30:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
03:30:00.000-03:00,03:45:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
03:45:00.000-03:00,04:00:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
04:00:00.000-03:00,04:15:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
04:15:00.000-03:00,04:30:00.000-03:00,,,,,,,,,,,,,,,,,,,,900000
