Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Outra (ms)
03:45:00.000-03:00,04:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,71.96428571428571,73.0,71.0,,,,,,,,5,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,72.39285714285714,74.0,71.0,,,,,,,,5,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,73.60714285714286,75.0,72.0,,,,,,,,5,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,73.60714285714286,75.0,72.0,,,,,,,,5,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,79.53571428571429,94.0,66.0,,,,,,,,5,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,75.67857142857143,84.0,69.0,,,,,,,,5,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,72.92857142857143,80.0,68.0,,,,,,,,5,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,70.10714285714286,77.0,66.0,,,,,,,,5,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,68.46428571428571,70.0,65.0,,,,,0.0032708030194044113,0.0032708030194044113,0.0032708030194044113,5,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,69.5,70.0,69.0,,,,,,,,5,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,69.35714285714286,76.0,66.0,,,,,,,,5,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,74.17857142857143,79.0,69.0,,,,,,,,5,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,73.78571428571429,82.0,70.0,,,,,,,,5,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,71.53571428571429,77.0,67.0,,,,,,,,5,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,72.71428571428571,77.0,69.0,,,,,,,,5,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,69.60714285714286,74.0,67.0,,,,,,,,5,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,71.28571428571429,80.0,69.0,,,,,,,,5,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,79.28571428571429,82.0,77.0,,,,,,,,5,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,80.39285714285714,85.0,78.0,,,,,,,,5,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,85.78571428571429,88.0,84.0,,,,,,,,5,,,,
08:45:00.000-03:00,09:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,81.46428571428571,92.0,79.0,,,,,,,,5,,,,
09:00:00.000-03:00,09:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,88.82142857142857,104.0,74.0,,,,,,,,5,,,,
09:15:00.000-03:00,09:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,86.35714285714286,105.0,80.0,,,,,,,,5,,,,
09:30:00.000-03:00,09:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,83.60714285714286,90.0,80.0,,,,,,,,5,,,,
09:45:00.000-03:00,10:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,87.32142857142857,91.0,82.0,,,,,,,,5,,,,
10:00:00.000-03:00,10:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,88.60714285714286,91.0,84.0,,,,,,,,5,,,,
10:15:00.000-03:00,10:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,85.60714285714286,91.0,82.0,,,,,,,,5,,,,
10:30:00.000-03:00,10:45:00.000-03:00,,15.742187330607807,2.9437229437229435,,,87.64285714285714,91.0,84.0,,,,,,,,5,,,,
10:45:00.000-03:00,11:00:00.000-03:00,,15.742187330607807,2.9437229437229435,,,86.85714285714286,93.0,82.0,,,,,,,,5,,,,
11:00:00.000-03:00,11:15:00.000-03:00,,15.742187330607807,2.9437229437229435,,,86.28571428571429,91.0,84.0,,,,,,,,5,,,,
11:15:00.000-03:00,11:30:00.000-03:00,,15.742187330607807,2.9437229437229435,,,92.67857142857143,103.0,86.0,,,,,,,,5,,,,
11:30:00.000-03:00,11:45:00.000-03:00,10,22.06677684279683,88.81172663377649,,,92.25,98.0,86.0,,,,,0.4141369279320421,0.5674790740013123,0.14259259402751923,145,,,,600000
11:45:00.000-03:00,12:00:00.000-03:00,8,24.790350872132827,72.48476702508961,,,85.85714285714286,102.0,77.0,,,,,,,,111,,,,480000
12:00:00.000-03:00,12:15:00.000-03:00,,15.742186985965464,10.100806451612904,,,82.35714285714286,92.0,75.0,,,,,,,,15,,,,
12:15:00.000-03:00,12:30:00.000-03:00,,15.742186985965464,10.100806451612904,,,89.03571428571429,97.0,80.0,,,,,,,,15,,,,
12:30:00.000-03:00,12:45:00.000-03:00,,15.742186985965464,10.100806451612904,,,82.60714285714286,88.0,78.0,,,,,,,,15,,,,
12:45:00.000-03:00,13:00:00.000-03:00,,15.742186985965464,10.100806451612904,,,83.46428571428571,88.0,80.0,,,,,,,,15,,,,
13:00:00.000-03:00,13:15:00.000-03:00,,15.742186985965464,10.100806451612904,,,87.46428571428571,97.0,83.0,,,,,,,,15,,,,
13:15:00.000-03:00,13:30:00.000-03:00,3,15.742186985965464,10.100806451612904,,,93.03571428571429,105.0,79.0,,,,,0.5480402410030365,0.6224401593208313,0.4736403226852417,15,,,,
13:30:00.000-03:00,13:45:00.000-03:00,,15.742186985965464,10.100806451612904,,,85.28571428571429,88.0,83.0,,,,,,,,15,,,,
13:45:00.000-03:00,14:00:00.000-03:00,,15.742186985965464,10.100806451612904,,,86.60714285714286,95.0,84.0,,,,,0.01122311782091856,0.01122311782091856,0.01122311782091856,15,,,,
14:00:00.000-03:00,14:15:00.000-03:00,,15.742186985965464,10.100806451612904,,,85.07142857142857,90.0,82.0,,,,,,,,15,,,,
14:15:00.000-03:00,14:30:00.000-03:00,,15.742186985965464,10.100806451612904,,,83.42857142857143,97.0,76.0,,,,,,,,15,,,,
14:30:00.000-03:00,14:45:00.000-03:00,,15.742186985965464,10.100806451612904,,,81.32142857142857,85.0,77.0,,,,,,,,15,,,,
14:45:00.000-03:00,15:00:00.000-03:00,,15.742186985965464,10.100806451612904,,,81.32142857142857,86.0,78.0,,,,,,,,15,,,,
15:00:00.000-03:00,15:15:00.000-03:00,,15.742186985965464,10.100806451612904,,,81.60714285714286,97.0,77.0,,,,,,,,15,,,,
15:15:00.000-03:00,15:30:00.000-03:00,,15.742186985965464,10.100806451612904,,,79.07142857142857,82.0,76.0,,,,,,,,15,,,,
15:30:00.000-03:00,15:45:00.000-03:00,,15.742186985965464,10.100806451612904,,,78.14285714285714,83.0,75.0,,,,,,,,15,,,,
15:45:00.000-03:00,16:00:00.000-03:00,,15.742186985965464,10.100806451612904,,,76.35714285714286,88.0,67.0,,,,,,,,15,,,,
16:00:00.000-03:00,16:15:00.000-03:00,,15.742186985965464,1.346774193548387,,,82.0,87.0,76.0,,,,,,,,23,,,,
16:15:00.000-03:00,16:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
16:30:00.000-03:00,16:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
16:45:00.000-03:00,17:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
17:00:00.000-03:00,17:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,11,,,,
17:15:00.000-03:00,17:30:00.000-03:00,1,15.742186985965464,43.93522262573242,,,,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,88,,,,
17:30:00.000-03:00,17:45:00.000-03:00,,15.742186985965464,21.96761131286621,,,,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,48,,,,
17:45:00.000-03:00,18:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
18:00:00.000-03:00,18:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
18:15:00.000-03:00,18:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,12,,,,
18:30:00.000-03:00,18:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
18:45:00.000-03:00,19:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
19:00:00.000-03:00,19:15:00.000-03:00,1,15.742186985965464,34.512952330302866,,,,,,,,,,0.2876710891723633,0.31382301449775696,0.2615191638469696,55,,,,
19:15:00.000-03:00,19:30:00.000-03:00,,15.742186985965464,5.6563935254100235,,,,,,,,,,,,,9,,,,
19:30:00.000-03:00,19:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
19:45:00.000-03:00,20:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
20:00:00.000-03:00,20:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
20:15:00.000-03:00,20:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
20:30:00.000-03:00,20:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
20:45:00.000-03:00,21:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
21:00:00.000-03:00,21:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
21:15:00.000-03:00,21:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
21:30:00.000-03:00,21:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,8,,,,
21:45:00.000-03:00,22:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,11,,,,
22:00:00.000-03:00,22:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
22:15:00.000-03:00,22:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
22:30:00.000-03:00,22:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
22:45:00.000-03:00,23:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
23:00:00.000-03:00,23:15:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
23:15:00.000-03:00,23:30:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
23:30:00.000-03:00,23:45:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
23:45:00.000-03:00,00:00:00.000-03:00,,15.742186985965464,,,,,,,,,,,,,,,,,,
