Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms),Duração de Caminhada (ms)
00:00:00.000-02:00,00:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
00:15:00.000-02:00,00:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
00:30:00.000-02:00,00:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
00:45:00.000-02:00,01:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
01:00:00.000-02:00,01:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
01:15:00.000-02:00,01:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
01:30:00.000-02:00,01:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
01:45:00.000-02:00,02:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
02:00:00.000-02:00,02:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
02:15:00.000-02:00,02:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
02:30:00.000-02:00,02:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
02:45:00.000-02:00,03:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
03:00:00.000-02:00,03:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
03:15:00.000-02:00,03:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
03:30:00.000-02:00,03:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
03:45:00.000-02:00,04:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
04:00:00.000-02:00,04:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
04:15:00.000-02:00,04:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
04:30:00.000-02:00,04:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
04:45:00.000-02:00,05:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
05:00:00.000-02:00,05:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
05:15:00.000-02:00,05:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
05:30:00.000-02:00,05:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
05:45:00.000-02:00,06:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
06:00:00.000-02:00,06:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
06:15:00.000-02:00,06:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
06:30:00.000-02:00,06:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
06:45:00.000-02:00,07:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
07:00:00.000-02:00,07:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
07:15:00.000-02:00,07:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
07:30:00.000-02:00,07:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
07:45:00.000-02:00,08:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
08:00:00.000-02:00,08:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,1.2442868797810374,3.0,0.5,,,,,900000,
08:15:00.000-02:00,08:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,0.5,0.5,0.5,1,,,,900000,
08:30:00.000-02:00,08:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,4,,,,900000,
08:45:00.000-02:00,09:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
09:00:00.000-02:00,09:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
09:15:00.000-02:00,09:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,5,,,,900000,
09:30:00.000-02:00,09:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
09:45:00.000-02:00,10:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,1,,,,900000,
10:00:00.000-02:00,10:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
10:15:00.000-02:00,10:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
10:30:00.000-02:00,10:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
10:45:00.000-02:00,11:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,2,,,,900000,
11:00:00.000-02:00,11:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,19,,,,900000,
11:15:00.000-02:00,11:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,15,,,,900000,
11:30:00.000-02:00,11:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,2,,,,900000,
11:45:00.000-02:00,12:00:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
12:00:00.000-02:00,12:15:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
12:15:00.000-02:00,12:30:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,,,,,900000,
12:30:00.000-02:00,12:45:00.000-02:00,,14.825520015851644,,,,,,,,,,,,,,15,,,,900000,
12:45:00.000-02:00,13:00:00.000-02:00,,14.825519634156718,,,,,,,,,,,,,,2,,,,798698,
13:00:00.000-02:00,13:15:00.000-02:00,,14.82551967516059,,,,,,,,,,,,,,26,,,,743123,
13:15:00.000-02:00,13:30:00.000-02:00,,21.567221726259945,102.69806671142578,,,,,,,,,,,,,155,,,,,154294
13:30:00.000-02:00,13:45:00.000-02:00,,15.317687991748885,,,,,,,,,,,,,,,,,,888736,11264
13:45:00.000-02:00,14:00:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,3,,,,900000,
14:00:00.000-02:00,14:15:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,4,,,,900000,
14:15:00.000-02:00,14:30:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,1,,,,900000,
14:30:00.000-02:00,14:45:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,,,,,900000,
14:45:00.000-02:00,15:00:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,11,,,,900000,
15:00:00.000-02:00,15:15:00.000-02:00,,14.82552028652524,,,,,,,,,,,,,,50,,,,900000,
15:15:00.000-02:00,15:30:00.000-02:00,,14.825520426479919,,,,,,,,,,,,,,167,,,,715074,
15:30:00.000-02:00,15:45:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,87,,,,900000,
15:45:00.000-02:00,16:00:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,,,,,900000,
16:00:00.000-02:00,16:15:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,25,,,,900000,
16:15:00.000-02:00,16:30:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,15,,,,900000,
16:30:00.000-02:00,16:45:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,,,,,900000,
16:45:00.000-02:00,17:00:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,,,,,900000,
17:00:00.000-02:00,17:15:00.000-02:00,,14.825520746040063,,,,,,,,,,,,,,,,,,900000,
17:15:00.000-02:00,17:30:00.000-02:00,,39.75645449046831,489.5026369762775,,,,,,,,,,,,,720,,,,329418,570582
17:30:00.000-02:00,17:45:00.000-02:00,,48.04505004062742,932.3321823405865,,,,,,,,,,,,,1357,,,,139721,760279
17:45:00.000-02:00,18:00:00.000-02:00,,14.825521735922239,,,,,,,,,,,,,,47,,,,900000,
18:00:00.000-02:00,18:15:00.000-02:00,,14.825521735922239,,,,,,,,,,,,,,5,,,,900000,
18:15:00.000-02:00,18:30:00.000-02:00,,31.253639901499138,411.54167556762695,,,,,,,,,,,,,246,,,,616522,283478
18:30:00.000-02:00,18:45:00.000-02:00,,14.825521044661613,,,,,,,,,,,,,,1,,,,900000,
18:45:00.000-02:00,19:00:00.000-02:00,,14.825521044661613,,,,,,,,,,,,,,,,,,900000,
19:00:00.000-02:00,19:15:00.000-02:00,,14.825521044661613,,,,,,,,,,,,,,9,,,,900000,
19:15:00.000-02:00,19:30:00.000-02:00,,14.825521044661613,,,,,,,,,,,,,,,,,,900000,
19:30:00.000-02:00,19:45:00.000-02:00,,14.825521044661613,,,,,,,,,,,,,,,,,,900000,
19:45:00.000-02:00,20:00:00.000-02:00,,14.825520228924256,,,,,,,,,,,,,,,,,,417351,
20:00:00.000-02:00,20:15:00.000-02:00,,14.825519881895804,,,,,,,,,,,,,,,,,,172929,
20:15:00.000-02:00,20:30:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
20:30:00.000-02:00,20:45:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
20:45:00.000-02:00,21:00:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
21:00:00.000-02:00,21:15:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
21:15:00.000-02:00,21:30:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
21:30:00.000-02:00,21:45:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,3,,,,900000,
21:45:00.000-02:00,22:00:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,1,,,,900000,
22:00:00.000-02:00,22:15:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
22:15:00.000-02:00,22:30:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,,,,,900000,
22:30:00.000-02:00,22:45:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,4,,,,900000,
22:45:00.000-02:00,23:00:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,2,,,,900000,
23:00:00.000-02:00,23:15:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,1,,,,900000,
23:15:00.000-02:00,23:30:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,3,,,,900000,
23:30:00.000-02:00,23:45:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,5,,,,900000,
23:45:00.000-02:00,00:00:00.000-02:00,,14.825521388547555,,,,,,,,,,,,,,4,,,,900000,
