Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms),Duração de Caminhada (ms),Duração de Corrida (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.179686546325684,1.6194029850746268,,,,,,,,,,,,,,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,3.0359373092651367,1.7350746268656716,,,,,,,,,,,,,,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,3.4252288039048513,1.7350746268656716,,,,,,,,,,,,,,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,1.2999999523162842,1.2999999523162842,1.2999999523162842,,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,,,,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,,,,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.179686626200471,1.7350746268656716,,,,,,,,,,0.6424691215078667,1.0299999713897705,0.5099999904632568,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.179686735116846,1.7350746268656716,,,,,,,,,,1.6749999970197678,2.75,0.6200000047683716,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.179686546325682,1.7350746268656716,,,,,,,,,,,,,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.179687245686848,1.7350746268656716,,,,,,,,,,0.9378461321298204,1.350000023841858,0.6700000166893005,,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,,,,,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,,,,,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,,,,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.179688059488932,1.7350746268656716,,,,,,,,,,,,,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.179688262939452,1.7350746268656716,,,,,,,,,,,,,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.179688262939452,1.7350746268656716,,,,,,,,,,,,,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.179687576293945,1.7350746268656716,,,,,,,,,,,,,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,0.0019278606632724404,0.0019278606632724404,0.0019278606632724404,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,,,,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,,,,,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.179686546325684,1.7350746268656716,,,,,,,,,,,,,,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.179686348393279,1.7350746268656716,,,,,,,,,,,,,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.179686276417858,1.7350746268656716,,,,,,,,,,,,,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.179686276417858,1.7350746268656716,,,,,,,,,,,,,,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.179686454791726,1.7350746268656716,,,,,,,,,,,,,,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.179687168287195,1.7350746268656716,,,,,,,,,,0.6499999761581421,0.6499999761581421,0.6499999761581421,,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.179687168287195,1.7350746268656716,,,,,,,,,,,,,,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.179687323777571,1.7350746268656716,,,,,,,,,,,,,,,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.179688278834025,1.7350746268656716,,,,,,,,,,,,,,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,,,,,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,,,,,,,,,,
07:45:00.000-03:00,08:00:00.000-03:00,,15.1796875,1.7350746268656716,,,,,,,,,,1.7237698057341198,2.619999885559082,1.1399999856948853,,,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.179687492520202,1.7350746268656716,,,,,,,,,,,,,,,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.179687387803021,1.7350746268656716,,,,,,,,,,,,,,,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,15.179687096921965,1.7350746268656716,,,,,,,,,,,,,3,,,,840000,,
08:45:00.000-03:00,09:00:00.000-03:00,,28.255727636751043,33.48329728612022,,,,,,,,,,1.0685976192073792,1.8200000524520874,0.5400000214576721,43,,,,780000,,120000
09:00:00.000-03:00,09:15:00.000-03:00,,113.24999128069197,1240.3874468617782,,,,,,-23.4149887,-51.9480559,-23.4110991,-51.9397586,3.36754670239791,18.479999542236328,0.26746031641960144,307,,,,,,900000
09:15:00.000-03:00,09:30:00.000-03:00,,41.33176710946219,606.8522406329398,,,,,,-23.4081317,-51.9392574,-23.4081317,-51.9392574,2.5185511112213135,2.5185511112213135,2.5185511112213135,86,,,,660000,,240000
09:30:00.000-03:00,09:45:00.000-03:00,,15.179685592651367,3.6,,,,,,,,,,,,,6,,,,900000,,
09:45:00.000-03:00,10:00:00.000-03:00,,15.179685592651367,3.6,,,,,,,,,,,,,6,,,,900000,,
10:00:00.000-03:00,10:15:00.000-03:00,,15.179685592651367,3.6,,,,,,,,,,,,,6,,,,900000,,
10:15:00.000-03:00,10:30:00.000-03:00,,15.179685628155482,3.6,,,,,,,,,,,,,6,,,,900000,,
10:30:00.000-03:00,10:45:00.000-03:00,,15.179686350129566,3.6,,,,,,,,,,0.004000000189989805,0.004000000189989805,0.004000000189989805,6,,,,900000,,
10:45:00.000-03:00,11:00:00.000-03:00,,15.1796875,3.6,,,,,,,,,,,,,6,,,,900000,,
11:00:00.000-03:00,11:15:00.000-03:00,,15.1796875,3.6,,,,,,,,,,2.167267815963199,2.680000066757202,0.5299999713897705,6,,,,900000,,
11:15:00.000-03:00,11:30:00.000-03:00,,15.1796875,3.6,,,,,,,,,,,,,6,,,,900000,,
11:30:00.000-03:00,11:45:00.000-03:00,,15.179687268097894,3.6,,,,,,,,,,,,,6,,,,900000,,
11:45:00.000-03:00,12:00:00.000-03:00,,40.49987257031652,279.41817567913773,,,,,,-23.4039583,-51.9394188,-23.4031341,-51.9386495,1.7221076930998855,2.1099002361297607,0.3343137204647064,234,,,,360000,540000,
12:00:00.000-03:00,12:15:00.000-03:00,,37.68651844473446,234.15591451556438,,,,,,-23.4060706,-51.9403782,-23.4060706,-51.9403782,0.1671568602323532,0.3343137204647064,0.0,207,,,,,480000,
12:15:00.000-03:00,12:30:00.000-03:00,,46.27329686108757,783.4245802652372,,,,,,-23.4149742,-51.9483179,-23.4147297,-51.9481932,2.056011124708578,8.5,0.16372549533843994,134,,,,,600000,
12:30:00.000-03:00,12:45:00.000-03:00,,36.94521394408679,936.9040823686587,,,,,,-23.4114526,-51.9406953,-23.4046303,-51.9393735,2.7993591619253144,9.729999542236328,0.16372549533843994,94,,,,480000,420000,
12:45:00.000-03:00,13:00:00.000-03:00,,15.179686879002771,0.0,,,,,,,,,,0.5121858917599906,2.069999933242798,0.0,0,,,,900000,,
13:00:00.000-03:00,13:15:00.000-03:00,,15.179686879002771,0.0,,,,,,,,,,1.9164706258212818,6.260000228881836,0.5199999809265137,0,,,,900000,,
13:15:00.000-03:00,13:30:00.000-03:00,10,43.31322967174441,432.0000305175781,,,,,,-23.4067433,-51.9381818,-23.4067433,-51.9381818,0.7200000286102295,0.7200000286102295,0.7200000286102295,600,,,,300000,600000,
13:30:00.000-03:00,13:45:00.000-03:00,4,54.8134635463357,473.3343494195805,8.0,4,,,,-23.4040427,-51.9393685,-23.4039401,-51.9393608,1.1923996806144714,1.716666579246521,0.6681327819824219,654,,,,5656,894344,
13:45:00.000-03:00,14:00:00.000-03:00,,34.87316820021,76.76394001527783,,,,,,-23.4031095,-51.9386629,-23.4031095,-51.9386629,0.16562499105930328,0.16562499105930328,0.16562499105930328,109,,,,480000,420000,
14:00:00.000-03:00,14:15:00.000-03:00,,15.179686937397847,15.431654676258992,,,,,,,,,,,,,24,,,,900000,,
14:15:00.000-03:00,14:30:00.000-03:00,,23.63592706881305,15.431654676258992,,,,,,,,,,,,,24,,,,719655,180345,
14:30:00.000-03:00,14:45:00.000-03:00,,15.1796875,15.431654676258992,,,,,,,,,,,,,24,,,,900000,,
14:45:00.000-03:00,15:00:00.000-03:00,,15.1796875,15.431654676258992,,,,,,,,,,1.5663390643041508,3.2899999618530273,0.5,24,,,,900000,,
15:00:00.000-03:00,15:15:00.000-03:00,,15.1796875,15.431654676258992,,,,,,,,,,0.017146283760666847,0.017146283760666847,0.017146283760666847,24,,,,900000,,
15:15:00.000-03:00,15:30:00.000-03:00,,15.17968748608296,15.431654676258992,,,,,,,,,,0.7611111104488373,1.350000023841858,0.5099999904632568,24,,,,900000,,
15:30:00.000-03:00,15:45:00.000-03:00,,15.179687385907197,15.431654676258992,,,,,,,,,,,,,24,,,,900000,,
15:45:00.000-03:00,16:00:00.000-03:00,,15.179687385907197,15.431654676258992,,,,,,,,,,0.5799999833106995,0.5799999833106995,0.5799999833106995,24,,,,900000,,
16:00:00.000-03:00,16:15:00.000-03:00,2,20.80639587686827,128.34532908234127,,,,,,,,,,0.807973175092068,4.360000133514404,0.5799999833106995,189,,,,780000,120000,
16:15:00.000-03:00,16:30:00.000-03:00,3,24.1820917020782,187.58262615433281,,,,,,,,,,0.49362323340028524,0.9666667580604553,0.020579708740115166,273,,,,160864,191993,
16:30:00.000-03:00,16:45:00.000-03:00,,17.90193467051769,91.81409777724502,,,,,,,,,,1.2636474967002869,1.3277305364608765,1.1995644569396973,26,,,,841943,58057,
16:45:00.000-03:00,17:00:00.000-03:00,,15.179685592651367,18.52173999564709,,,,,,,,,,1.0564804614557923,2.4000000953674316,1.0199999809265137,26,,,,900000,,
17:00:00.000-03:00,17:15:00.000-03:00,,15.179685592651367,18.52173999564709,,,,,,,,,,,,,26,,,,900000,,
17:15:00.000-03:00,17:30:00.000-03:00,,15.179685592651367,18.52173999564709,,,,,,,,,,,,,26,,,,900000,,
17:30:00.000-03:00,17:45:00.000-03:00,,15.179685881631798,18.52173999564709,,,,,,,,,,0.020579710602760315,0.020579710602760315,0.020579710602760315,26,,,,900000,,
17:45:00.000-03:00,18:00:00.000-03:00,,15.179686533611736,18.52173999564709,,,,,,,,,,,,,26,,,,900000,,
18:00:00.000-03:00,18:15:00.000-03:00,,15.179686533611736,18.52173999564709,,,,,,,,,,,,,26,,,,900000,,
18:15:00.000-03:00,18:30:00.000-03:00,,15.179686533611736,18.52173999564709,,,,,,,,,,0.9550000131130219,1.090000033378601,0.8199999928474426,26,,,,900000,,
18:30:00.000-03:00,18:45:00.000-03:00,,19.932098585849484,18.52173999564709,,,,,,,,,,7.069797013433399,12.369999885559082,0.699999988079071,26,,,,475563,101354,
18:45:00.000-03:00,19:00:00.000-03:00,,26.543152747615046,86.24786816528865,,,,,,,,,,4.764999888160012,5.449999809265137,3.6700000762939453,26,,,,535298,242347,
19:00:00.000-03:00,19:15:00.000-03:00,,15.179686546325684,18.521737737808287,,,,,,,,,,,,,26,,,,900000,,
19:15:00.000-03:00,19:30:00.000-03:00,,15.179686546325684,18.521737737808287,,,,,,,,,,,,,26,,,,900000,,
19:30:00.000-03:00,19:45:00.000-03:00,,15.179686546325684,18.521737737808287,,,,,,,,,,,,,26,,,,900000,,
19:45:00.000-03:00,20:00:00.000-03:00,,15.179686521529511,18.521737737808287,,,,,,,,,,,,,26,,,,900000,,
20:00:00.000-03:00,20:15:00.000-03:00,,15.179686504635718,11.113042642684974,,,,,,,,,,,,,15,,,,900000,,
20:15:00.000-03:00,20:30:00.000-03:00,3,30.522222080683864,155.63627099990845,1.0,1,,,,,,,,0.8493280721914722,1.4576174020767212,0.30083349347114563,250,,,,469100,327208,
20:30:00.000-03:00,20:45:00.000-03:00,1,15.179687271124605,,,,,,,,,,,,,,151,,,,755942,,
20:45:00.000-03:00,21:00:00.000-03:00,,15.179687428503682,,,,,,,,,,,6.0,6.0,6.0,1,,,,900000,,
21:00:00.000-03:00,21:15:00.000-03:00,,15.179687378523987,,,,,,,,,,,,,,,,,,670668,,
21:15:00.000-03:00,21:30:00.000-03:00,,15.1796875,,,,,,,,,,,,,,8,,,,900000,,
21:30:00.000-03:00,21:45:00.000-03:00,,15.1796875,,,,,,,,,,,,,,,,,,900000,,
21:45:00.000-03:00,22:00:00.000-03:00,,15.1796875,,,,,,,,,,,0.7200000286102295,0.7200000286102295,0.7200000286102295,,,,,900000,,
22:00:00.000-03:00,22:15:00.000-03:00,,15.1796875,,,,,,,,,,,,,,,,,,900000,,
22:15:00.000-03:00,22:30:00.000-03:00,,15.1796875,,,,,,,,,,,,,,,,,,900000,,
22:30:00.000-03:00,22:45:00.000-03:00,,15.1796875,,,,,,,,,,,,,,,,,,900000,,
22:45:00.000-03:00,23:00:00.000-03:00,,15.1796875,,,,,,,,,,,1.3475000262260437,1.3899999856948853,1.3200000524520874,,,,,900000,,
23:00:00.000-03:00,23:15:00.000-03:00,,15.179687575380203,,,,,,,,,,,,,,,,,,900000,,
23:15:00.000-03:00,23:30:00.000-03:00,,15.179687728769165,,,,,,,,,,,,,,,,,,900000,,
23:30:00.000-03:00,23:45:00.000-03:00,3,19.827206962800005,35.982093811035156,,,,,,,,,,0.6175541877746582,0.6175541877746582,0.6175541877746582,124,,,,288125,99117,
23:45:00.000-03:00,00:00:00.000-03:00,,15.179686113439205,,,,,,,,,,,1.9577463742752332,3.0,0.5099999904632568,11,,,,900000,,
