Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Bicicleta (ms),Duração de Caminhada (ms),Duração de Corrida (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.742187818909088,0.3446969696969697,,,68.0,68.0,68.0,,,,,,,,1,,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.742187818909088,0.3693181818181818,,,,,,,,,,,,,1,,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.742187818909088,0.3693181818181818,,,75.0,75.0,75.0,,,,,,,,1,,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.742187818909088,0.3693181818181818,,,,,,,,,,1.5547002255916593,2.6019043922424316,0.5074960589408875,1,,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.742187818909088,0.3693181818181818,,,79.5,102.0,57.0,,,,,0.6840289831161499,0.6840289831161499,0.6840289831161499,1,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.742187818909088,0.3693181818181818,,,66.64285714285714,78.0,62.0,,,,,0.6840289831161499,0.6840289831161499,0.6840289831161499,1,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.742187818909088,0.3693181818181818,,,65.46428571428571,71.0,62.0,,,,,0.6840289831161498,0.6840289831161499,0.6840289831161499,1,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.742187818909088,0.3693181818181818,,,64.10714285714286,72.0,58.0,,,,,0.6840289831161499,0.6840289831161499,0.6840289831161499,1,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.742187818909088,0.3693181818181818,,,65.25,75.0,59.0,,,,,0.6840289831161498,0.6840289831161499,0.6840289831161499,1,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.742187818909088,0.3693181818181818,,,69.60714285714286,94.0,62.0,,,,,0.6840289831161499,0.6840289831161499,0.6840289831161499,1,,,,,,,
