Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Corrida (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.138020651681082,3.532407407407407,,,,,,,,,,,,,5,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.138020651681082,3.7847222222222223,,,,,,,,,,,,,6,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.138020651681082,3.7847222222222223,,,,,,,,,,,,,6,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.138020642598471,3.7847222222222223,,,,,,,,,,,,,5,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.138020515441895,3.7847222222222223,,,,,,,,,,,,,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.138020102183024,3.7847222222222223,,,,,,,,,,,,,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.138020038604736,3.7847222222222223,,,,,,,,,,,,,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.138020038604736,3.7847222222222223,,,,,,,,,,,,,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.13802087979439,3.7847222222222223,,,,,,,,,,,,,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.138021615835337,3.7847222222222223,,,,,,,,,,,,,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.138021615835337,3.7847222222222223,,,,,,,,,,,,,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.138021615835337,3.7847222222222223,,,,,,,,,,,,,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.138021615835337,3.7847222222222223,,,,,,,,,,,,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.138021126771584,3.7847222222222223,,,,,,,,,,,,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.13802014864408,3.7847222222222223,,,,,,,,,,,,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.138020218142614,3.7847222222222223,,,,,,,,,,,,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.138020189184891,3.7847222222222223,,,,,,,,,,,,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.1380201119643,3.7847222222222223,,,,,,,,,,,,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.13802014864408,3.7847222222222223,,,,,,,,,,,,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.13802025675291,3.7847222222222223,,,,,,,,,,,,,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.138020264474969,3.7847222222222223,,,,,,,,,,,,,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.138020603280317,3.7847222222222223,,,,,,,,,,,,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.138020479317866,3.7847222222222223,,,,,,,,,,,,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.138019214976918,3.7847222222222223,,,,,,,,,,,,,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.138019214976918,3.7847222222222223,,,,,,,,,,,,,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.138019214976918,3.7847222222222223,,,,,,,,,,,,,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.138019214976918,3.7847222222222223,,,,,,,,,,,,,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.138019792961352,3.7847222222222223,,,,,,,,,,,,,5,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,17.928818130493163,18.28009259259259,,,,,,,,,,,,,28,,,,60000,
07:15:00.000-03:00,07:30:00.000-03:00,,26.301213019234794,70.0,,,,,,,,,,,,,109,,,,240000,
07:30:00.000-03:00,07:45:00.000-03:00,,37.46440918770526,168.87058823529412,,,,,,,,,,,,,256,,,,480000,
07:45:00.000-03:00,08:00:00.000-03:00,,15.138021008721715,24.35294117647059,,,,,,,,,,,,,37,,,,,
08:00:00.000-03:00,08:15:00.000-03:00,,15.138021008721715,24.35294117647059,,,,,,,,,,,,,37,,,,,
08:15:00.000-03:00,08:30:00.000-03:00,,15.138021008721715,24.35294117647059,,,,,,,,,,,,,37,,,,,
08:30:00.000-03:00,08:45:00.000-03:00,,15.138021008721715,24.35294117647059,,,,,,,,,,,,,37,,,,,
08:45:00.000-03:00,09:00:00.000-03:00,,15.138021008721715,24.35294117647059,,,,,,,,,,,,,37,,,,,
09:00:00.000-03:00,09:15:00.000-03:00,,34.673610211056015,161.94610123119017,,,,,,,,,,,,,247,,,,420000,
09:15:00.000-03:00,09:30:00.000-03:00,,56.99999787086664,322.6744186046512,,,,,,,,,,,,,493,,,,900000,
09:30:00.000-03:00,09:45:00.000-03:00,,56.99999787086664,322.6744186046512,,,,,,,,,,,,,493,,,,900000,
09:45:00.000-03:00,10:00:00.000-03:00,,51.355207354523415,222.56976744186045,,,,,,,,,,,,,341,,,,360000,180000
10:00:00.000-03:00,10:15:00.000-03:00,,73.55520820617676,374.7352941176471,,,,,,,,,,,,,545,,,,,540000
10:15:00.000-03:00,10:30:00.000-03:00,,112.5,370.5882352941176,,,,,,,,,,,,,567,,,,,900000
10:30:00.000-03:00,10:45:00.000-03:00,,99.51840281486511,321.17647058823525,,,,,,,,,,,,,492,,,,,780000
10:45:00.000-03:00,11:00:00.000-03:00,,48.62760257720947,175.0,,,,,,,,,,,,,268,,,,720000,
11:00:00.000-03:00,11:15:00.000-03:00,,57.00000099513842,361.95652173913044,,,,,,,,,,,,,549,,,,900000,
