Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.867185893402338,1.9721362229102168,,,68.3076923076923,77.0,63.0,,,,,,,,3,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.867185893402338,2.113003095975232,,,73.08333333333333,79.0,65.0,,,,,,,,3,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.867185893402338,2.113003095975232,,,76.21428571428571,101.0,68.0,,,,,,,,3,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.867185893402338,2.113003095975232,,,68.83333333333333,70.0,68.0,,,,,,,,3,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.867185893402338,2.113003095975232,,,67.5,77.0,60.0,,,,,,,,3,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.867185893402338,2.113003095975232,,,66.83333333333333,68.0,65.0,,,,,,,,3,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.867185893402338,2.113003095975232,,,66.53571428571429,71.0,56.0,,,,,,,,3,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.867185893402338,2.113003095975232,,,67.41666666666667,90.0,59.0,,,,,,,,3,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.867185893402338,2.113003095975232,,,64.64285714285714,68.0,55.0,,,,,,,,3,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.867185893402338,2.113003095975232,,,68.5,70.0,66.0,,,,,,,,3,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.867185893402338,2.113003095975232,,,69.46428571428571,73.0,64.0,,,,,,,,3,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.867185893402338,2.113003095975232,,,69.25,75.0,61.0,,,,,,,,3,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.867185893402338,2.113003095975232,,,74.0,87.0,62.0,,,,,,,,3,,,,,
