Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Caminhada (ms),Duração de Corrida (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,1,15.867187499999998,2.7579737335834897,,,83.15384615384616,107.0,62.0,,,,,,,,4,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,2,15.867187499999998,2.954971857410882,,,81.625,95.0,67.0,,,,,,,,5,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,74.05,89.0,72.0,,,,,,,,5,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,84.5,91.0,78.0,,,,,,,,5,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,81.58333333333333,84.0,78.0,,,,,,,,5,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,83.5,98.0,76.0,,,,,,,,5,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,78.33333333333333,90.0,68.0,,,,,,,,5,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,85.57142857142857,101.0,77.0,,,,,,,,5,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,77.83333333333333,82.0,75.0,,,,,,,,5,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,75.35714285714286,79.0,71.0,,,,,,,,5,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,75.75,78.0,75.0,,,,,,,,5,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,73.35714285714286,87.0,62.0,,,,,,,,5,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,75.5,86.0,67.0,,,,,,,,5,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,77.85714285714286,88.0,68.0,,,,,,,,5,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,79.58333333333333,95.0,65.0,,,,,,,,5,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,71.07142857142857,74.0,70.0,,,,,,,,5,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,71.33333333333333,73.0,66.0,,,,,,,,5,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,69.78571428571429,71.0,66.0,,,,,0.003283302063789869,0.003283302063789869,0.003283302063789869,5,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,76.91666666666667,83.0,69.0,,,,,,,,5,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,67.85714285714286,78.0,63.0,,,,,,,,5,,,,,,
05:00:00.000-03:00,05:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,74.41666666666667,78.0,71.0,,,,,,,,5,,,,,,
05:15:00.000-03:00,05:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,68.07142857142857,85.0,57.0,,,,,,,,5,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,69.66666666666667,74.0,62.0,,,,,,,,5,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,63.214285714285715,70.0,56.0,,,,,,,,5,,,,,,
06:00:00.000-03:00,06:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,74.75,81.0,61.0,,,,,,,,5,,,,,,
06:15:00.000-03:00,06:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,77.42857142857143,82.0,73.0,,,,,,,,5,,,,,,
06:30:00.000-03:00,06:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,78.4,101.0,62.0,,,,,,,,5,,,,,,
06:45:00.000-03:00,07:00:00.000-03:00,,15.867187499999998,2.954971857410882,,,77.5,87.0,69.0,,,,,,,,5,,,,,,
07:00:00.000-03:00,07:15:00.000-03:00,,15.867187499999998,2.954971857410882,,,79.41666666666667,103.0,63.0,,,,,,,,5,,,,,,
07:15:00.000-03:00,07:30:00.000-03:00,,15.867187499999998,2.954971857410882,,,75.64285714285714,93.0,69.0,,,,,,,,5,,,,,,
07:30:00.000-03:00,07:45:00.000-03:00,,15.867187499999998,2.954971857410882,,,76.91666666666667,79.0,74.0,,,,,,,,5,,,,,,
