Hora de início,Horário de término,Contagem de Minutos em movimento,Calorias (kcal),Distância (m),Pontos cardio,Minutos de cardio,Frequência cardíaca média (bpm),Frequência cardíaca máxima (bpm),Frequência cardíaca mínima (bpm),Latitude mínima (graus),Longitude mínima (graus),Latitude máxima (graus),Longitude máxima (graus),Velocidade média (m/s),Velocidade máxima (m/s),Velocidade mínima (m/s),Contagem de passos,Peso médio (kg),Peso máximo (kg),Peso mínimo (kg),Duração de Inativa (ms),Duração de Caminhada (ms),Duração de Outra (ms)
00:00:00.000-03:00,00:15:00.000-03:00,,15.74218701426809,1.7104072398190044,,,75.15384615384616,79.0,72.0,,,,,,,,3,,,,,,
00:15:00.000-03:00,00:30:00.000-03:00,,15.74218701426809,1.8325791855203621,,,74.57142857142857,83.0,70.0,,,,,,,,3,,,,,,
00:30:00.000-03:00,00:45:00.000-03:00,,15.74218701426809,1.8325791855203621,,,74.5,77.0,71.0,,,,,,,,3,,,,,,
00:45:00.000-03:00,01:00:00.000-03:00,,15.74218701426809,1.8325791855203621,,,72.5,76.0,68.0,,,,,,,,3,,,,,,
01:00:00.000-03:00,01:15:00.000-03:00,,15.74218701426809,1.8325791855203621,,,71.39285714285714,79.0,69.0,,,,,,,,3,,,,,,
01:15:00.000-03:00,01:30:00.000-03:00,,15.74218701426809,1.8325791855203621,,,72.60714285714286,75.0,69.0,,,,,,,,3,,,,,,
01:30:00.000-03:00,01:45:00.000-03:00,,15.74218701426809,1.8325791855203621,,,72.10714285714286,78.0,67.0,,,,,,,,3,,,,,,
01:45:00.000-03:00,02:00:00.000-03:00,,15.74218701426809,1.8325791855203621,,,73.28571428571429,76.0,70.0,,,,,,,,3,,,,,,
02:00:00.000-03:00,02:15:00.000-03:00,,15.74218701426809,1.8325791855203621,,,74.21428571428571,80.0,71.0,,,,,,,,3,,,,,,
02:15:00.000-03:00,02:30:00.000-03:00,,15.74218701426809,1.8325791855203621,,,78.32142857142857,83.0,67.0,,,,,,,,3,,,,,,
02:30:00.000-03:00,02:45:00.000-03:00,,15.74218701426809,1.8325791855203621,,,62.857142857142854,67.0,59.0,,,,,,,,3,,,,,,
02:45:00.000-03:00,03:00:00.000-03:00,,15.74218701426809,1.8325791855203621,,,64.5,77.0,60.0,,,,,,,,3,,,,,,
03:00:00.000-03:00,03:15:00.000-03:00,,15.74218701426809,1.8325791855203621,,,59.92857142857143,61.0,59.0,,,,,,,,3,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,15.74218701426809,1.8325791855203621,,,60.035714285714285,61.0,58.0,,,,,,,,3,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,15.74218701426809,1.8325791855203621,,,58.964285714285715,60.0,58.0,,,,,,,,3,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,15.74218701426809,1.8325791855203621,,,65.85714285714286,74.0,59.0,,,,,,,,3,,,,,,
